,c0,c1,price
430,-1451.347544795481,-205.80831713305562,
431,-1439.7758480014422,-205.96203441698185,
432,776.8216167698915,-229.10388658295318,
433,778.7134004780663,-43.74914151180792,
434,-1439.9041191466627,410.54636577601696,
435,-1265.2465927055057,408.68993256620905,
436,778.5250574949285,-43.54567053718778,
437,776.4622677770375,-229.0570514158205,140.0
438,-1349.5530743342701,39.22510960232738,
439,779.3206434105952,-226.76142893231753,
440,-869.1371313069205,35.368652378743846,68.0
441,-1386.4958491787543,287.13290279244484,
442,779.6354706944119,-44.601940958548674,
443,776.4833674967012,-51.69124206043161,
444,778.8047103542881,-45.631140341134305,82.0
445,780.6031762706762,-45.485739980757366,
446,-1111.257841078182,-209.83083617664929,
447,779.7432086219414,-227.92305117779387,199.0
448,-1408.2070971734674,31.71513609437221,255.0
449,780.882711746496,69.39854950519248,
450,781.4709168846924,246.56926529547576,
451,-1283.281569483195,380.986270604155,110.0
452,-1407.9175340024972,-30.229442615636387,
453,-1410.0206223752803,-205.81517945661764,
454,-1433.5189551263388,87.10169470001587,
455,784.339855447846,360.26453793895405,
456,778.8379326330748,124.22821219846763,
457,779.1426078836208,-228.1101341280947,
458,789.2238775762935,947.4904102940864,
459,-1409.578307845663,28.619582092160204,76.0
460,-1435.6526532373136,382.01846059923787,
461,783.7482652888386,359.5389309646376,
462,779.4068602832908,6.036401063931562,
463,-1389.4483069198495,-206.24369546185838,
464,779.594681703481,6.379012185896367,
465,788.6655624192439,713.2867714278742,125.0
466,-742.3484385135465,-214.195544925407,
467,778.8859999214022,-52.697059520598096,140.0
468,-1377.2100938337467,28.706385679948237,62.0
469,776.1589958992613,-229.50043368325757,
470,-1291.8854055909853,-208.44629849724203,275.0
471,-1371.9889549638176,-207.59106328237746,192.0
472,-1456.7620475271399,322.54363359307916,
473,780.6680446634277,-52.827343598217965,236.0
474,776.9083056733679,-228.82525708063554,
475,776.9637999420481,-228.8832076065195,
476,780.6220688950796,123.8778020101064,
477,777.7508915549344,-228.77395164068628,
478,-1343.3378414753554,381.6563631209836,
479,777.8590654674226,-61.347959708900035,120.0
480,132.79030786355077,73.62915901047211,
481,-1289.3951120245288,-207.63054426494838,
482,-1432.7563819112283,-208.0217233527798,150.0
483,776.9968559145457,-229.13686342075525,59.0
484,-1289.5740727308605,-207.39116940660588,
485,782.4025352297672,242.42146021055848,
486,783.515267992382,360.62816836415936,
487,-1228.1929529706933,143.99759972131935,
488,-1414.3286188909442,-31.786542867710466,248.0
489,-1443.2484044757769,-206.9778602479507,115.0
490,-1411.9754213636747,-207.5288916540937,
491,778.033631135927,-75.80399753039222,
492,-1340.9624849065153,-207.34814933328124,
493,778.842340299164,-226.34952324134977,160.0
494,-1455.5535219044389,147.43530644161237,
495,-1340.357073591603,968.9858236159889,
496,-736.593561817683,-51.7103242552723,
497,-1022.2718153444089,21.56461511831859,69.0
498,-1072.6184717612778,-210.750054416607,
499,-1412.0516708253574,-32.45018685607763,
500,784.7965410708347,354.43085007370775,86.0
501,-1441.478860454471,26.002235240394402,
502,-1449.0566927180014,-32.091471567895184,300.0
503,778.6752244215567,-227.68123052771418,
504,-1408.4834120944981,142.36713605257557,
505,776.6122059885959,-227.8823231116933,
506,777.7286632861354,-228.26191401658522,146.0
507,777.4857588854683,-228.97798770810218,
508,781.2726497240252,-58.152361375540025,220.0
509,-1285.1416500963362,472.7699917154669,115.0
510,778.9824223999855,-2.0612520507364427,
511,-1437.9524792803372,425.3694714289862,
512,-1135.6496053668275,-209.7612868280417,170.0
513,778.6745300108252,-3.7710913198832037,
514,-1352.1153514000646,-208.11999468568914,
515,776.5202077073963,-229.08309085948991,
516,787.6119998941055,616.4171771760068,148.0
517,-1224.6337885207283,241.63948743992236,
518,-1208.1560213206146,239.10514837277174,
519,-1438.6184414748636,75.4868010843049,
520,-1406.2345127251392,354.8035073091657,409.0
521,779.5564174489832,-59.380801419391766,59.0
522,787.1495033218121,54.806284061719275,75.0
523,-1396.1788434936109,-206.9986995758418,
524,-1104.3535675264432,352.43664862160915,
525,776.7019509420495,-228.95840278235661,
526,-1426.009407953576,74.32387469791311,
527,779.2513506416869,-3.579695761290938,
528,-1443.26025554683,19.61452412162592,
529,780.6294441040919,-2.736051253383421,120.0
530,-739.6599317418419,-44.541099422572735,
531,-1290.3524138901168,-44.49853652521425,127.0
532,782.2866757469534,109.76534880846104,
533,778.0125390614726,-228.5383889098769,
534,-1072.2554462619078,-210.47154862215334,200.0
535,786.0608332959633,614.2762059353863,
536,-1351.6248425697843,-208.71107807298142,599.0
537,-1410.5619393421143,-38.794283728113136,
538,-1283.642887776726,354.8757909595208,
539,-1449.788385173346,-206.15147149827465,160.0
540,779.7402939821696,-60.17485179027184,
541,-1411.6208833151336,-206.66811611334379,
542,782.5191249842742,166.18260780593596,
543,776.3792791454391,-229.20187491537388,
544,-729.63808904189,910.6490030277296,
545,781.6046368794334,219.97349618681994,110.0
546,780.4999284647639,-59.22164269584452,115.0
547,782.5783515034375,334.18434642861075,71.0
548,782.1975856592646,278.01538776826516,
549,-1410.8021956363705,-38.270186559182626,220.0
550,-1104.9302368375056,352.133122815316,
551,776.6473424731242,-229.4749342400345,700.0
552,789.965484542595,897.0382833959102,
553,778.8388501190494,-60.206239209331564,197.0
554,-1445.2993351683242,356.3627654913834,
555,-1348.2779632964298,130.2885659605461,
556,-1441.278799315614,-39.53510919299171,
557,783.1446709611151,334.55797474022444,99.0
558,-1287.660004845647,-38.0424862823695,
559,-1231.3019627161466,-207.86220706838074,179.0
560,-736.4026796855198,347.9592140824722,
561,777.657417114283,-228.55939870926736,
562,-1290.371370350506,15.699840620849223,
563,783.4882281712,333.96133463809144,
564,778.5444388515111,-59.11315016342413,350.0
565,780.8980129894585,-59.119334423295314,
566,-1411.6949584161512,-207.61009881600577,
567,-1440.534238110003,73.92945922448001,
568,778.4387545602114,-59.08649165916384,
569,-1410.603026067926,-206.64843207999496,
570,-1410.7993089122244,130.23950308678724,
571,-1440.995416725408,130.0557208715165,122.0
572,776.6658514906251,-229.31333029071078,115.0
573,780.5602140912931,-59.72260412464336,
574,777.1123910269781,-228.65198721680244,290.0
575,-1455.1442325998414,-37.278999539386355,
576,-1456.926378599532,-206.84834581273435,138.0
577,779.0792674649178,-3.8333214259052535,
578,779.4437769960944,-2.9474345602572436,
579,-1400.1265461559276,-56.271821177756216,
580,778.8685683697073,-59.231457608588144,269.0
581,-1352.4541506286378,-208.09349036868363,
582,779.2663331779358,52.1242282599232,
583,779.3266854454258,-227.66532540391276,
584,781.9084754570471,334.4030654939377,
585,-1416.2212437588803,-207.1786243573898,
586,-735.7476141651573,235.8252382699044,135.0
587,-1421.9034739414417,-207.1740279448878,401.0
588,780.2278664812524,-2.6991921565109194,
589,-1444.2408648053708,-207.87005014843947,200.0
590,777.6852425489525,-228.41833253983373,
591,777.1273916502831,-227.8815754736171,
592,-1347.833589204177,-43.252379800097756,
593,778.0875272163848,-65.86899845148841,200.0
594,777.8829453037637,-228.9789229183611,
595,779.4322500754092,-226.58906261341733,180.0
596,-1412.1404098401888,59.34622629897113,
597,784.3231245530193,304.2460859247355,120.0
598,-1347.4975172422185,-206.88233437418728,
599,-1285.2942494662434,324.7439480620152,
600,776.8273100104207,-228.68298572493723,
601,779.5782271295429,-70.66573230605314,749.0
602,776.9615038253074,-228.4912214481226,
603,776.7244214950847,-228.30571252706577,
604,777.2592585856044,-228.4177351231377,
605,-1441.7086425298903,-206.18045119300604,
606,-1465.8024027645797,-206.21724551044753,99.0
607,-1440.3792721130867,-49.00576495407568,195.0
608,776.9776162636477,-229.1387168280676,
609,780.5534187858257,139.25304777787514,
610,-1410.6725664936782,-206.37166772736322,
611,780.1472649421087,34.36003090507935,130.0
612,-1407.1636804912214,56.31469760429482,
613,-1454.8791489493165,-205.29668677433662,89.0
614,777.5758407887016,-228.58485782987086,298.0
615,777.3503168162734,-226.90405011978723,690.0
616,-1444.6054368419423,-207.45577230352183,
617,-1425.0099601170473,318.8187129309655,
618,-1410.756819093093,-49.41419511864898,
619,-1407.1504343930283,56.28146853453804,
620,779.6697409197918,192.8059156080023,
621,-1453.1265395633095,110.20251974009332,
622,784.6826470046007,298.19211656165953,89.0
623,777.5635412839181,-228.73142190131196,
624,777.347486593295,-228.36126197723706,
625,777.3250940174609,-228.71027888089668,800.0
626,-1458.497376817613,-207.28472592787276,
627,781.5667034381927,296.79733937410697,130.0
628,-1411.0771268060323,-207.08129531626625,
629,776.9687906221991,-229.02733574225832,150.0
630,-1432.3089279372034,-207.14388335296746,
631,-1382.0484484406925,-207.47036684598348,127.0
632,-1412.2740171205996,-207.80652432232034,264.0
633,-1411.067540983278,-207.15008896627364,
634,779.3469562972926,33.91751949292115,
635,-1458.393816628363,-51.29563888890277,
636,778.1530896673108,-227.3791610521681,
637,781.3531837330024,-71.37470601038942,
638,776.4925285496796,-230.1060350311783,259.0
639,-1415.5561169961845,-206.18410336719293,120.0
640,782.885291129736,286.49181374973136,99.0
641,779.1636899256416,-227.8852077451692,110.0
642,780.1781749622326,-73.25881378874637,
643,776.5151270771978,-228.71728532624286,300.0
644,-1398.4604203455033,200.69842657729825,150.0
645,777.319802144908,-229.26259402237997,71.0
646,-1463.2807843361102,98.92547336581374,
647,778.5061019735847,-75.03156992608633,92.0
648,780.7300023880705,-74.5184698824849,
649,781.0416075332258,-23.134962338061534,
650,780.9923819205208,-23.095047957084265,
651,781.1120022013648,-75.17131745222729,
652,774.7432331749108,-228.60118611431494,
