,house_rules,host_since,host_response_rate,host_listings_count,host_total_listings_count,host_verifications,latitude,longitude,room_type,accommodates,bathrooms,bedrooms,beds,security_deposit_perc,cleaning_fee_perc,guests_included,extra_people_perc,maximum_minimum_nights,availability_365,number_of_reviews,number_of_reviews_ltm,review_scores_rating,review_scores_location,calculated_host_listings_count,calculated_host_listings_count_entire_homes,calculated_host_listings_count_private_rooms,reviews_per_month,price,family,pool,luxury,private,studio,len_amenities,PCA
7484,True,2015,207.87734241908007,8.0,8.0,176.9078014184397,-33.803290000000004,151.18368999999998,True,5,2.0,2.0,3.0,0.0,34.0,1,0.0,1,349,72,26,90.0,9.0,8,2,6,2.1,148,False,False,False,False,False,22,780.5799025395431
3787,False,2013,207.87734241908007,1.0,1.0,210.69677419354838,-33.871,151.20408999999998,True,5,1.0,1.0,4.0,233.0,53.0,2,13.0,7,346,141,27,91.0,10.0,1,1,0,2.26,150,False,False,False,False,False,29,-1288.7312189646857
8481,True,2013,207.87734241908007,3.0,3.0,210.69677419354838,-33.891490000000005,151.1751,True,2,1.0,1.0,2.0,133.0,67.0,2,33.0,4,298,44,30,100.0,10.0,3,3,0,2.08,150,False,False,False,False,False,35,778.6128528634719
5308,True,2015,207.87734241908007,9.0,9.0,210.69677419354838,-33.87376,151.00519,True,6,1.0,3.0,4.0,133.0,67.0,3,13.0,7,84,4,3,95.0,9.0,4,1,3,0.28,150,False,False,False,False,False,47,780.6067581464195
9244,False,2014,207.87734241908007,1.0,1.0,202.7209026128266,-33.95391,151.24896,True,3,1.0,2.0,2.0,0.0,50.0,1,0.0,3,36,5,3,100.0,10.0,1,1,0,0.27,150,False,False,False,False,False,26,780.6180086282387
2076,True,2018,207.87734241908007,1.0,1.0,190.49040307101728,-33.86979,151.20352,True,2,1.0,1.0,1.0,0.0,100.0,1,0.0,1,0,1,1,100.0,10.0,1,1,0,0.65,150,False,False,False,False,False,23,780.6219129514136
6871,False,2011,207.87734241908007,1.0,1.0,150.0,-33.82786,151.07495,True,4,2.0,2.0,2.0,0.0,100.0,3,10.0,7,343,3,3,100.0,10.0,1,1,0,0.34,150,False,False,False,False,False,31,780.611014826925
4209,False,2018,207.87734241908007,1.0,1.0,190.49040307101728,-33.86442,151.13005,True,6,2.0,2.0,2.0,467.0,87.0,1,0.0,2,87,11,11,93.0,9.0,1,1,0,1.7,150,False,False,False,False,False,19,780.6038338129379
6778,False,2014,207.87734241908007,2.0,2.0,250.50738916256157,-33.879740000000005,151.2166,True,2,1.0,1.0,1.0,167.0,40.0,2,67.0,1,349,217,50,90.0,10.0,2,2,0,4.07,150,False,False,False,False,False,35,780.5991602125097
629,False,2013,159.47826086956522,9.0,9.0,250.50738916256157,-33.88411,151.20261000000002,True,5,1.0,1.0,3.0,333.0,47.0,2,13.0,8,22,81,31,95.0,10.0,9,9,0,3.14,150,False,False,False,False,False,21,-1108.7760720262356
5296,False,2014,183.80327868852459,148.0,148.0,197.92198581560282,-33.79608,151.18266,True,2,1.0,1.0,1.0,650.0,161.0,1,0.0,31,350,5,0,76.0,10.0,148,148,0,0.14,150,False,False,False,False,False,30,780.625116391527
6749,False,2016,207.87734241908007,1.0,1.0,247.59587955625992,-34.06205,151.15175,True,4,1.0,2.0,2.0,0.0,60.0,1,0.0,2,221,78,16,96.0,10.0,1,1,0,1.92,150,False,False,False,False,False,28,780.6034925559748
6760,True,2018,207.87734241908007,1.0,1.0,190.49040307101728,-33.6386,151.32179,False,2,1.0,0.0,1.0,0.0,13.0,1,0.0,2,364,12,12,97.0,10.0,1,0,1,1.16,150,False,False,False,False,False,33,-1408.7099292394196
3781,False,2018,232.2622950819672,4.0,4.0,199.11494252873564,-33.87854,151.20701,True,2,1.0,1.0,1.0,100.0,0.0,2,29.0,5,358,4,4,80.0,10.0,4,4,0,0.62,150,False,False,False,False,True,33,780.586634255899
2128,False,2018,207.87734241908007,4.0,4.0,193.44848484848484,-33.88495,151.20866,True,3,1.0,1.0,1.0,200.0,50.0,2,13.0,1,47,32,32,88.0,10.0,4,4,0,4.16,150,False,False,False,False,False,33,780.6054594779933
644,False,2016,207.87734241908007,7.0,7.0,246.8955223880597,-33.87722,151.1976,False,2,1.0,1.0,1.0,333.0,27.0,2,67.0,2,88,17,17,98.0,10.0,7,1,4,2.05,150,False,False,False,False,False,35,-1460.6626953929788
9321,True,2017,247.71544715447155,2.0,2.0,202.7209026128266,-33.8055,151.14721,True,2,1.0,1.0,1.0,200.0,0.0,1,0.0,2,0,5,0,100.0,9.0,2,1,1,0.26,150,False,False,False,False,False,32,-1434.6875183791149
4031,False,2014,207.87734241908007,1.0,1.0,202.7209026128266,-33.83834,151.20379,False,1,1.0,1.0,1.0,133.0,33.0,1,33.0,2,58,15,15,100.0,10.0,1,0,1,1.45,150,False,False,False,False,False,30,780.6135438650741
2597,True,2016,207.87734241908007,26.0,26.0,210.69677419354838,-33.88383,151.20999,True,2,1.0,1.0,1.0,0.0,117.0,2,0.0,6,45,9,9,100.0,10.0,24,24,0,1.44,150,False,False,False,False,False,21,-878.8132281940152
5978,False,2016,207.87734241908007,1.0,1.0,192.99492385786803,-33.89028,151.27378000000002,True,2,1.0,1.0,1.0,333.0,67.0,1,0.0,6,111,22,8,99.0,10.0,1,1,0,1.03,150,False,False,False,False,False,47,780.6178951130712
5625,False,2019,207.87734241908007,1.0,1.0,190.42857142857142,-33.89355,151.21053,True,5,1.0,3.0,3.0,100.0,103.0,5,17.0,2,129,4,4,100.0,10.0,1,1,0,2.61,150,False,False,False,False,False,26,780.6028055896716
4011,True,2019,207.87734241908007,1.0,1.0,190.49040307101728,-33.7632,150.70796,True,5,2.5,3.0,3.0,133.0,123.0,1,0.0,2,294,11,11,100.0,10.0,1,1,0,2.17,150,False,False,False,False,False,12,780.5995469245788
6047,True,2018,171.35,11.0,11.0,229.1060070671378,-33.82509,151.08008999999998,True,4,1.0,2.0,2.0,0.0,107.0,1,0.0,2,72,1,1,100.0,10.0,11,11,0,0.31,150,False,False,False,False,False,20,-1348.7123307553734
2857,True,2014,207.87734241908007,1.0,1.0,247.59587955625992,-33.87912,151.21499,True,2,1.0,1.0,1.0,267.0,49.0,1,0.0,2,112,172,55,92.0,10.0,1,1,0,3.27,150,False,False,False,False,False,33,-1412.683500214403
9606,False,2016,207.87734241908007,1.0,1.0,202.7209026128266,-33.92569,151.16068,True,5,1.0,2.0,3.0,667.0,27.0,4,13.0,3,359,10,10,96.0,9.0,1,1,0,1.18,150,False,False,False,False,False,53,780.5869150062572
6071,False,2016,207.87734241908007,2.0,2.0,197.92198581560282,-33.624990000000004,151.32315,True,2,1.0,0.0,1.0,0.0,20.0,2,7.000000000000001,2,171,3,3,100.0,10.0,1,1,0,2.31,150,False,False,False,False,True,33,780.5765008627338
2556,True,2017,207.87734241908007,5.0,5.0,200.42513863216266,-33.87484,151.19369,True,6,1.0,2.0,3.0,0.0,67.0,2,20.0,2,0,43,12,82.0,10.0,2,2,0,2.07,150,False,False,False,False,False,31,780.6266468106408
2524,True,2012,207.87734241908007,1.0,1.0,202.7209026128266,-33.84952,151.15407,True,4,2.5,2.0,2.0,267.0,53.0,1,0.0,10,114,6,5,100.0,9.0,1,1,0,0.45,150,False,False,False,False,False,24,-1338.703556433036
6192,True,2015,207.87734241908007,1.0,1.0,294.27272727272725,-33.849509999999995,151.21681,True,4,1.0,1.0,1.0,0.0,59.0,2,7.000000000000001,7,80,5,5,88.0,9.0,1,1,0,3.75,150,False,False,False,False,False,32,780.6150596258018
9807,False,2017,207.87734241908007,1.0,1.0,237.06749555950267,-33.87874,151.21116999999998,True,2,1.5,1.0,1.0,167.0,84.0,2,0.0,5,35,74,36,95.0,10.0,1,1,0,3.24,150,False,False,False,False,False,30,-1408.6825295860897
5704,False,2016,157.0,1.0,1.0,150.13636363636363,-33.84931,151.2167,True,5,1.0,2.0,3.0,93.0,60.0,2,20.0,1,305,210,84,93.0,10.0,1,1,0,5.86,150,False,False,False,False,False,26,780.6118791805808
5705,False,2013,207.87734241908007,1.0,1.0,195.0,-33.87285,151.22903,True,1,1.0,0.0,1.0,0.0,33.0,1,0.0,2,41,51,34,98.0,10.0,1,1,0,2.28,150,False,False,False,False,True,14,780.5857597405992
3963,True,2014,207.87734241908007,1.0,1.0,247.59587955625992,-33.89526,151.27118000000002,True,2,1.0,1.0,1.0,133.0,40.0,1,0.0,3,0,3,3,100.0,10.0,1,1,0,0.69,150,False,False,False,False,False,12,780.6037713590968
9803,False,2014,207.87734241908007,2.0,2.0,195.0,-33.89315,151.27251,True,2,1.0,1.0,1.0,0.0,33.0,1,0.0,3,0,2,2,100.0,10.0,2,1,1,0.8,150,False,False,False,False,False,23,780.6303065088211
5751,False,2019,207.87734241908007,1.0,1.0,207.10526315789474,-33.828070000000004,151.0773,True,5,1.0,1.0,3.0,400.0,83.0,1,0.0,3,94,7,7,97.0,9.0,1,1,0,2.59,150,False,False,False,False,False,15,780.610069351271
5744,False,2018,207.87734241908007,1.0,1.0,190.49040307101728,-33.75549,151.292,True,4,1.0,2.0,2.0,0.0,53.0,1,0.0,2,44,25,25,98.0,10.0,1,1,0,3.57,150,False,False,False,False,False,27,780.5937730627841
3952,True,2015,207.87734241908007,2.0,2.0,247.59587955625992,-33.887890000000006,151.27208000000002,True,4,2.0,2.0,2.0,0.0,47.0,1,0.0,2,230,1,0,80.0,10.0,2,2,0,0.05,150,False,False,False,False,False,24,780.604248694326
3936,False,2012,207.87734241908007,9.0,9.0,178.59622641509435,-33.85678,151.20325,True,4,1.5,2.0,2.0,0.0,90.0,1,0.0,3,261,10,10,90.0,10.0,4,4,0,5.88,150,False,False,False,False,False,48,780.6187468254377
2683,True,2018,207.87734241908007,1.0,1.0,190.49040307101728,-33.88841,151.27404,True,2,1.0,0.0,1.0,0.0,17.0,1,0.0,2,47,8,8,91.0,10.0,1,1,0,1.54,150,False,False,False,False,False,13,-1408.700886779202
2263,True,2017,207.87734241908007,1.0,1.0,193.95652173913044,-33.90489,151.17463,True,3,1.0,1.0,1.0,0.0,50.0,2,20.0,1,283,4,4,90.0,10.0,1,1,0,0.63,150,False,False,False,False,False,37,780.6004677058802
6548,False,2015,207.87734241908007,279.0,279.0,192.99492385786803,-33.8333,151.21658,True,4,1.0,2.0,3.0,167.0,143.0,4,0.0,5,171,24,18,94.0,10.0,197,197,0,1.57,150,False,False,False,False,False,28,780.6034776160137
6504,True,2015,335.19565217391306,45.0,45.0,227.12709030100334,-33.90678,151.22356000000002,True,4,2.5,2.0,2.0,333.0,53.0,1,0.0,3,6,5,5,100.0,10.0,42,42,0,1.09,150,True,False,False,False,False,39,780.6230599210934
9414,False,2018,207.87734241908007,12.0,12.0,190.49040307101728,-33.84069,151.21742,True,2,1.0,0.0,1.0,133.0,84.0,1,0.0,4,95,2,2,100.0,10.0,11,11,0,1.82,150,False,False,False,False,True,26,-1408.6972901831844
6459,False,2017,207.87734241908007,5.0,5.0,210.02272727272728,-33.88932,151.27392,True,4,1.0,1.0,1.0,96.0,67.0,2,13.0,2,351,24,24,100.0,10.0,3,3,0,8.89,150,False,False,False,False,False,28,780.6028751542968
227,True,2013,207.87734241908007,1.0,1.0,229.53571428571428,-33.78975,151.2853,True,4,1.0,1.0,2.0,0.0,23.0,2,7.000000000000001,1,215,112,112,95.0,10.0,1,1,0,9.31,150,False,False,False,False,False,40,780.6108500391396
2224,True,2012,207.87734241908007,1.0,1.0,178.59622641509435,-33.89074,151.1972,True,4,1.0,2.0,2.0,0.0,33.0,2,13.0,3,25,1,1,100.0,10.0,1,1,0,0.36,150,False,False,False,False,False,10,780.6082969221743
3001,False,2014,207.87734241908007,69.0,69.0,237.06749555950267,-33.59995,151.32003,True,4,1.0,1.0,2.0,667.0,80.0,3,0.0,5,174,2,2,90.0,10.0,63,63,0,0.21,150,False,False,False,False,False,31,-1347.130014088928
2999,True,2016,247.71544715447155,1.0,1.0,179.33333333333334,-33.8694,151.22626,True,2,1.0,1.0,1.0,200.0,50.0,1,0.0,3,173,9,3,96.0,10.0,1,1,0,0.52,150,False,False,False,False,False,40,780.5793466103568
9372,True,2018,207.87734241908007,0.0,0.0,267.39325842696627,-33.87551,151.22298999999998,True,1,1.0,1.0,1.0,0.0,40.0,1,0.0,2,39,1,0,100.0,10.0,1,1,0,0.08,150,False,False,False,False,False,15,780.6221070592792
2312,False,2015,207.87734241908007,2.0,2.0,247.59587955625992,-33.89076,151.24583,True,2,2.0,1.0,1.0,133.0,100.0,1,0.0,2,0,4,0,100.0,10.0,2,2,0,0.09,150,False,False,False,False,False,15,780.610457563763
9429,True,2013,207.87734241908007,6.0,6.0,237.06749555950267,-33.87187,151.19688,False,3,1.0,1.0,2.0,100.0,33.0,2,23.0,1,10,2,1,90.0,10.0,3,1,2,0.13,150,False,False,False,True,False,26,780.6167542609519
482,False,2018,207.87734241908007,1.0,1.0,190.49040307101728,-33.70691,151.30151999999998,True,2,1.0,1.0,1.0,0.0,23.0,1,0.0,2,180,22,22,99.0,10.0,1,1,0,1.98,150,False,False,False,False,False,21,-1464.7003298372047
5485,False,2012,207.87734241908007,110.0,110.0,463.53125,-33.890240000000006,151.21141,True,2,1.0,0.0,1.0,667.0,80.0,1,0.0,5,60,1,1,100.0,10.0,106,106,0,0.11,150,False,False,False,False,False,27,780.6050713216148
3856,False,2018,207.87734241908007,2.0,2.0,314.3333333333333,-33.885020000000004,151.20793,True,2,1.0,1.0,1.0,267.0,86.0,1,0.0,2,0,21,18,92.0,10.0,1,1,0,1.61,150,False,False,False,False,False,36,780.6023797698407
4086,False,2014,207.87734241908007,1.0,1.0,361.76190476190476,-33.87435,151.221,True,3,1.0,1.0,2.0,100.0,83.0,2,0.0,2,8,7,7,100.0,10.0,1,1,0,2.02,150,False,False,False,False,False,23,780.6204608582635
2457,False,2015,207.87734241908007,279.0,279.0,192.99492385786803,-33.90015,151.20008,True,4,2.0,2.0,2.0,167.0,143.0,4,0.0,5,6,3,3,87.0,9.0,197,197,0,1.14,150,False,False,False,False,False,30,780.63180787503
2335,True,2018,157.0,7.0,7.0,193.44848484848484,-33.82663,151.07889,True,3,1.0,1.0,2.0,367.0,73.0,2,13.0,1,184,14,14,91.0,10.0,4,4,0,2.96,150,False,False,False,False,False,15,780.6010247102753
231,False,2016,207.87734241908007,17.0,17.0,250.50738916256157,-33.87823,151.20479,True,3,1.0,1.0,2.0,333.0,66.0,2,17.0,1,54,1,1,100.0,10.0,15,15,0,0.75,150,False,False,True,False,False,39,780.6141076207243
2349,False,2011,207.87734241908007,2.0,2.0,178.59622641509435,-33.85257,151.17869,True,3,1.5,1.0,2.0,267.0,80.0,2,0.0,4,218,12,10,95.0,10.0,1,1,0,0.82,150,False,False,False,False,False,15,780.6244198717937
1508,False,2015,207.87734241908007,1.0,1.0,493.62857142857143,-33.79903,151.27822,True,2,1.0,1.0,1.0,133.0,100.0,2,0.0,4,169,104,26,99.0,10.0,1,1,0,2.14,150,False,False,False,False,False,34,-738.9112814241237
7772,True,2016,207.87734241908007,32.0,32.0,237.06749555950267,-33.83973,151.10631999999998,True,5,2.0,2.0,3.0,200.0,80.0,1,0.0,1,88,1,1,80.0,8.0,25,25,0,0.57,150,False,False,False,False,False,20,780.594351912379
1550,False,2017,207.87734241908007,2.0,2.0,156.0,-33.91522,151.2498,True,4,2.5,2.0,2.0,200.0,53.0,2,33.0,1,318,21,21,98.0,10.0,2,2,0,4.34,150,False,False,False,False,False,26,780.6214002972886
7813,False,2015,246.14285714285714,2.0,2.0,178.59622641509435,-33.87834,151.16808999999998,True,4,1.0,2.0,2.0,333.0,40.0,1,0.0,10,0,2,0,100.0,10.0,2,2,0,0.05,150,False,False,False,False,False,11,-1430.667433378618
7817,False,2018,207.87734241908007,1.0,1.0,190.49040307101728,-34.05533,151.15125,True,4,1.0,0.0,3.0,133.0,50.0,2,10.0,3,252,12,12,92.0,10.0,1,1,0,1.33,150,False,False,False,False,True,24,-1408.7008398790533
1474,False,2011,207.87734241908007,1.0,1.0,150.13636363636363,-33.88097,151.17609,True,4,1.0,2.0,3.0,100.0,126.0,4,0.0,3,186,34,32,88.0,10.0,1,1,0,2.61,150,False,False,False,False,False,29,780.608464091479
1481,True,2019,207.87734241908007,2.0,2.0,190.49040307101728,-33.92238,151.24167,True,4,1.0,2.0,2.0,133.0,27.0,2,7.000000000000001,3,0,3,3,73.0,7.0,2,2,0,1.3,150,False,False,False,False,False,23,-1306.7004571590535
971,True,2019,207.87734241908007,1.0,1.0,267.39325842696627,-33.8637,151.17556000000002,True,6,1.0,2.0,2.0,0.0,120.0,1,0.0,2,24,1,1,100.0,10.0,1,1,0,1.0,150,False,False,False,False,False,29,780.6187642769173
1503,False,2019,207.87734241908007,1.0,1.0,179.63636363636363,-33.864340000000006,151.13053,True,4,1.0,1.0,1.0,333.0,56.99999999999999,1,0.0,3,41,2,2,100.0,10.0,1,1,0,1.07,150,False,False,False,True,False,25,780.622628160021
4794,True,2018,207.87734241908007,1.0,1.0,199.11494252873564,-33.817,151.10495,True,4,1.0,1.0,2.0,167.0,67.0,1,0.0,2,347,17,17,92.0,9.0,1,1,0,1.71,150,False,False,True,False,False,54,780.6075271477445
4469,False,2015,207.87734241908007,1.0,1.0,285.88,-33.72338,151.29785,True,5,1.0,2.0,4.0,0.0,53.0,2,13.0,2,91,31,31,95.0,10.0,1,1,0,3.26,150,False,False,False,False,False,17,780.6100133766626
7842,False,2014,207.87734241908007,3.0,3.0,178.59622641509435,-33.87193,151.19786000000002,True,5,2.0,2.0,2.0,333.0,23.0,4,20.0,3,0,2,2,70.0,10.0,3,1,2,0.75,150,False,False,False,False,False,27,780.6285767658289
3606,False,2015,207.87734241908007,1.0,1.0,195.9090909090909,-33.94398,151.25361999999998,True,3,1.0,2.0,2.0,1000.0,133.0,1,0.0,1,337,1,0,100.0,10.0,1,1,0,0.02,150,False,False,False,False,False,14,780.5858747503493
8794,True,2016,207.87734241908007,2.0,2.0,237.06749555950267,-33.81661,151.24867,True,2,1.0,1.0,1.0,133.0,33.0,1,0.0,2,271,3,3,100.0,10.0,2,2,0,0.26,150,False,False,False,False,True,17,780.584033908032
7554,False,2010,326.3095238095238,54.0,54.0,247.59587955625992,-33.8975,151.26021,True,3,1.0,1.0,1.0,333.0,93.0,2,20.0,7,172,32,24,96.0,10.0,52,52,0,0.93,150,False,False,False,False,False,34,-14.278114435857018
3659,False,2015,207.87734241908007,1.0,1.0,202.7209026128266,-33.83059,151.24071999999998,True,2,1.0,1.0,2.0,267.0,27.0,1,0.0,2,32,32,2,97.0,10.0,1,1,0,0.61,150,False,False,False,False,False,9,780.6066014716381
3269,False,2018,207.87734241908007,2.0,2.0,182.44444444444446,-33.79634,151.13806,True,5,2.0,2.0,2.0,0.0,80.0,4,17.0,2,113,23,23,97.0,10.0,1,1,0,3.75,150,False,False,False,False,False,61,780.6140736918944
7511,False,2015,207.87734241908007,279.0,279.0,192.99492385786803,-33.87916,151.18092,True,2,1.0,0.0,1.0,167.0,103.0,2,0.0,7,351,11,11,91.0,10.0,197,197,0,1.91,150,False,False,False,False,True,25,780.5939874829909
867,False,2017,207.87734241908007,4.0,4.0,217.50485436893203,-33.88256,151.22339,True,2,1.0,0.0,1.0,200.0,60.0,1,0.0,3,135,76,22,92.0,10.0,4,4,0,3.08,150,False,False,True,False,False,29,770.6160094182566
1676,True,2016,207.87734241908007,1.0,1.0,178.59622641509435,-33.88564,151.17648,True,2,1.0,0.0,1.0,0.0,27.0,1,0.0,5,283,22,8,93.0,10.0,1,1,0,1.09,150,False,False,False,False,False,22,780.5959785235564
8920,False,2015,207.87734241908007,1.0,1.0,190.41855670103092,-33.92646,151.25077,False,1,1.0,1.0,1.0,0.0,33.0,1,0.0,2,52,6,0,80.0,8.0,1,0,1,0.12,150,False,False,False,False,False,13,780.5896938207362
896,False,2012,207.87734241908007,1.0,1.0,247.59587955625992,-33.78522,151.28949,True,2,1.0,0.0,1.0,200.0,33.0,2,133.0,2,149,137,44,99.0,10.0,1,1,0,4.44,150,False,False,False,False,True,26,-1388.690746874775
7601,True,2017,207.87734241908007,1.0,1.0,210.69677419354838,-33.8925,151.28444,True,2,1.0,1.0,1.0,333.0,40.0,1,0.0,3,300,49,35,96.0,10.0,1,1,0,2.67,150,False,False,False,False,False,17,-1384.7120567240172
8800,False,2016,207.87734241908007,1.0,1.0,185.57831325301206,-33.7837,151.28736999999998,True,3,1.0,1.0,1.0,233.0,33.0,1,0.0,1,6,25,12,90.0,10.0,1,1,0,1.16,150,False,False,False,False,False,30,780.6169611820865
8812,False,2014,207.87734241908007,2.0,2.0,250.50738916256157,-33.88711,151.21032,True,2,1.0,1.0,1.0,0.0,50.0,2,0.0,3,0,11,11,100.0,10.0,2,1,1,1.02,150,False,False,False,False,False,42,-1440.6578688793754
7664,False,2010,207.87734241908007,12.0,12.0,204.5595238095238,-33.88958,151.27406000000002,True,2,1.0,0.0,1.0,500.0,80.0,1,0.0,6,337,26,6,94.0,10.0,10,10,0,0.29,150,False,False,False,False,True,35,-738.900348153804
7658,True,2015,207.87734241908007,1.0,1.0,247.59587955625992,-33.89135,151.28405,True,2,1.0,1.0,1.0,0.0,47.0,1,0.0,3,256,44,23,91.0,10.0,1,1,0,1.25,150,False,False,False,False,False,20,-738.9035460218032
7638,False,2011,207.87734241908007,1.0,1.0,176.9078014184397,-33.89333,151.27181000000002,True,2,1.0,1.0,1.0,167.0,80.0,2,0.0,14,151,21,9,97.0,10.0,1,1,0,0.26,150,False,False,False,False,False,27,-738.8972906224088
1449,True,2016,207.87734241908007,17.0,17.0,250.50738916256157,-33.87904,151.1792,True,2,1.0,1.0,1.0,400.0,66.0,1,0.0,3,79,12,11,88.0,9.0,15,15,0,0.92,150,False,False,False,False,False,15,780.5996984619021
1441,False,2014,207.87734241908007,2.0,2.0,247.59587955625992,-33.88855,151.20952,False,1,1.0,1.0,1.0,93.0,33.0,1,0.0,2,331,74,6,95.0,10.0,2,1,1,1.4,150,False,False,False,False,False,15,-1448.6815527124088
8533,False,2012,207.87734241908007,1.0,1.0,227.12709030100334,-33.86103,151.18041000000002,True,3,2.0,2.0,2.0,0.0,53.0,1,0.0,4,126,2,2,100.0,10.0,1,1,0,0.27,150,False,False,False,False,False,24,-1432.6922753098079
3485,False,2016,207.87734241908007,1.0,1.0,200.42513863216266,-33.87491,151.22886,True,2,1.0,1.0,1.0,300.0,84.0,1,0.0,3,63,56,15,96.0,10.0,1,1,0,1.79,150,False,False,False,False,False,35,-1388.6951806585464
8320,True,2015,183.80327868852459,17.0,17.0,247.59587955625992,-33.892590000000006,151.27376999999998,True,2,1.0,1.0,1.0,333.0,100.0,1,0.0,2,99,16,3,83.0,10.0,16,16,0,0.55,150,False,False,False,False,False,21,780.6109089961626
1072,False,2013,207.87734241908007,2.0,2.0,194.28571428571428,-33.892990000000005,151.26561999999998,True,4,2.0,2.0,2.0,3333.0,233.0,3,67.0,14,213,1,1,100.0,10.0,2,1,1,0.29,150,False,False,False,False,False,35,-1288.701727818877
1239,True,2012,207.87734241908007,2.0,2.0,192.99492385786803,-33.9262,151.25871,True,3,1.0,1.0,2.0,200.0,67.0,1,0.0,5,200,3,2,93.0,10.0,2,2,0,0.12,150,False,False,False,False,False,33,780.63049157478
1261,True,2015,207.87734241908007,25.0,25.0,197.92198581560282,-33.87554,151.19545,True,5,1.0,1.0,4.0,200.0,53.0,2,20.0,1,145,77,71,95.0,10.0,3,3,0,5.89,150,False,False,False,False,False,42,780.6089547132264
1231,True,2016,207.87734241908007,26.0,26.0,210.69677419354838,-33.877759999999995,151.21262,True,2,1.0,1.0,1.0,0.0,117.0,2,0.0,3,34,20,18,98.0,10.0,24,24,0,1.45,150,False,False,False,False,False,21,-878.811965166409
8363,False,2017,207.87734241908007,9.0,9.0,237.06749555950267,-33.78937,151.08176,True,3,1.0,1.0,2.0,100.0,47.0,3,13.0,3,47,1,0,60.0,8.0,9,9,0,0.04,150,False,False,False,False,False,34,-1228.7477480566092
8441,False,2013,167.73684210526315,2.0,2.0,247.59587955625992,-33.920359999999995,151.25331,True,2,2.0,2.0,2.0,0.0,67.0,1,0.0,30,200,2,2,80.0,10.0,2,1,1,0.67,150,False,False,False,False,False,19,780.5968741182274
8408,False,2015,207.87734241908007,4.0,4.0,150.0,-34.05125,151.10442,True,3,1.0,1.0,2.0,0.0,27.0,3,27.0,2,0,22,9,96.0,10.0,2,2,0,1.06,150,False,False,False,False,False,52,780.625907773988
3415,True,2016,207.87734241908007,4.0,4.0,246.8955223880597,-33.91056,151.17971,True,4,1.0,1.0,2.0,400.0,56.99999999999999,1,0.0,5,132,54,14,95.0,9.0,3,3,0,1.76,150,False,False,False,False,False,24,780.6228750964675
3414,False,2016,207.87734241908007,1.0,1.0,150.13636363636363,-33.90462,151.17796,True,2,1.0,1.0,1.0,100.0,80.0,2,0.0,2,21,16,15,100.0,10.0,1,1,0,1.21,150,False,False,False,False,False,30,780.6143297413673
8057,True,2016,246.14285714285714,1.0,1.0,190.41855670103092,-33.88938,151.23555,True,2,1.0,1.0,1.0,0.0,13.0,1,0.0,2,266,1,1,100.0,10.0,1,1,0,0.16,150,False,False,False,False,False,17,780.576495563596
3403,False,2014,207.87734241908007,1.0,1.0,204.5595238095238,-33.89159,151.27026,True,2,1.0,1.0,1.0,133.0,100.0,2,67.0,7,0,4,1,87.0,10.0,1,1,0,0.13,150,False,False,False,False,False,15,-1408.6802130309122
3402,True,2016,207.87734241908007,1.0,1.0,307.20512820512823,-33.80348,151.28665,True,2,1.0,1.0,1.0,93.0,33.0,1,0.0,1,11,2,2,80.0,10.0,1,1,0,1.0,150,False,False,False,False,False,24,780.601414852771
44,False,2016,207.87734241908007,3.0,3.0,200.42513863216266,-33.96249,151.13732,True,6,1.0,2.0,3.0,333.0,33.0,2,7.000000000000001,1,296,270,87,95.0,10.0,3,2,1,8.39,150,False,False,False,False,False,44,780.6095003145233
1046,True,2016,207.87734241908007,26.0,26.0,210.69677419354838,-33.88657,151.21065,True,2,1.0,1.0,1.0,0.0,117.0,2,0.0,6,26,7,7,89.0,10.0,24,24,0,1.12,150,False,False,False,False,False,25,-878.8124474793507
8604,True,2018,162.33333333333334,1.0,1.0,151.75,-33.79606,151.28701,True,4,1.0,1.0,3.0,0.0,33.0,1,0.0,6,272,30,30,92.0,10.0,1,1,0,3.5,150,False,False,False,False,False,22,780.5905200905272
4678,False,2016,207.87734241908007,4.0,4.0,193.44848484848484,-33.9667,151.10163,True,6,2.0,2.0,3.0,200.0,103.0,3,10.0,1,50,8,8,100.0,10.0,4,4,0,1.25,150,False,False,True,False,False,18,-1288.7329438977554
8161,True,2018,207.87734241908007,15.0,15.0,190.49040307101728,-33.88449,151.2166,True,2,1.0,0.0,1.0,200.0,83.0,2,0.0,3,341,15,15,92.0,10.0,10,10,0,1.72,150,False,False,False,False,False,27,780.6002511825438
8127,False,2016,207.87734241908007,2.0,2.0,200.42513863216266,-33.89705,151.17821999999998,False,3,1.0,1.0,2.0,0.0,20.0,2,7.000000000000001,2,100,4,4,95.0,10.0,2,1,1,0.86,150,False,False,False,False,False,33,-1348.7023513250977
4502,False,2013,207.87734241908007,19.0,19.0,195.0,-33.90108,151.20978,True,5,1.0,2.0,3.0,133.0,40.0,2,11.0,1,269,31,8,95.0,9.0,18,18,0,1.25,150,True,False,False,False,False,42,780.5998109982418
8092,False,2016,207.87734241908007,2.0,2.0,202.7209026128266,-34.05045,151.15476999999998,True,4,1.0,1.0,1.0,0.0,47.0,2,20.0,2,174,5,5,92.0,10.0,1,1,0,1.83,150,False,False,False,False,False,11,-1454.6737399816438
