,house_rules,host_since,host_response_rate,host_listings_count,host_total_listings_count,host_verifications,latitude,longitude,room_type,accommodates,bathrooms,bedrooms,beds,security_deposit_perc,cleaning_fee_perc,guests_included,extra_people_perc,maximum_minimum_nights,availability_365,number_of_reviews,number_of_reviews_ltm,review_scores_rating,review_scores_location,calculated_host_listings_count,calculated_host_listings_count_entire_homes,calculated_host_listings_count_private_rooms,reviews_per_month,price,family,pool,luxury,private,studio,len_amenities,PCA
1226,False,2012,207.87734241908007,3.0,3.0,176.9078014184397,-33.87482,151.25834,False,2,1.0,1.0,1.0,0.0,38.0,1,19.0,2,321,54,32,94.0,10.0,2,1,1,3.01,52,False,False,False,False,False,12,-1454.6721218606076
1251,False,2014,207.87734241908007,2.0,2.0,200.42513863216266,-33.94461,151.20537,False,2,1.5,1.0,1.0,481.0,57.99999999999999,1,48.0,4,289,30,9,99.0,9.0,2,0,2,0.48,52,False,False,False,False,False,21,-738.9090829144043
4071,False,2015,207.87734241908007,2.0,2.0,191.8,-33.91369,150.92757,False,2,1.0,1.0,1.0,402.0,31.0,1,40.0,7,344,12,1,96.0,10.0,2,0,2,0.35,52,False,False,False,False,False,29,780.6149308966594
3005,False,2013,154.9,1.0,1.0,194.28571428571428,-33.88501,151.17743000000002,False,2,1.0,1.0,1.0,288.0,87.0,1,0.0,45,77,1,0,100.0,10.0,1,0,1,0.03,52,False,False,False,True,False,20,-1108.7308433058254
2570,False,2014,207.87734241908007,2.0,2.0,200.42513863216266,-33.94328,151.20299,False,2,1.0,1.0,1.0,577.0,57.99999999999999,1,48.0,4,271,44,16,99.0,10.0,2,0,2,0.93,52,False,False,False,False,False,21,-1208.7544874851003
6580,False,2014,207.87734241908007,3.0,3.0,202.7209026128266,-33.70517,151.10362,False,1,1.0,1.0,1.0,0.0,29.0,1,38.0,1,89,2,2,100.0,10.0,3,0,3,0.55,52,False,False,False,False,False,10,780.589830351973
195,False,2012,207.87734241908007,3.0,3.0,200.42513863216266,-33.926520000000004,151.19266000000002,False,2,1.0,1.0,1.0,577.0,57.99999999999999,1,38.0,1,327,23,5,97.0,10.0,3,0,3,0.52,52,False,False,False,False,False,11,780.5997319016229
9539,True,2018,247.71544715447155,1.0,1.0,190.49040307101728,-33.888659999999994,151.2705,False,2,1.0,1.0,1.0,0.0,96.0,1,13.0,7,305,1,1,100.0,10.0,1,0,1,0.11,52,False,False,False,False,False,6,780.6091589606662
4711,False,2016,207.87734241908007,1.0,1.0,246.8955223880597,-33.94013,151.10109,False,1,1.0,1.0,1.0,577.0,48.0,1,0.0,1,48,56,19,98.0,10.0,1,0,1,1.66,52,False,False,False,False,False,32,-1440.6699752292134
7806,False,2016,207.87734241908007,3.0,3.0,190.49040307101728,-34.06072,150.80488,False,2,1.5,1.0,1.0,0.0,56.99999999999999,1,28.000000000000004,4,62,3,3,100.0,10.0,3,0,3,0.41,53,False,False,False,False,False,29,780.5946634747809
6637,False,2017,207.87734241908007,1.0,1.0,202.7209026128266,-33.76787,151.11052,False,1,1.5,1.0,1.0,0.0,0.0,1,0.0,1,7,89,54,100.0,10.0,1,0,1,3.93,53,False,False,False,False,False,18,-1440.659298844547
3273,False,2016,207.87734241908007,3.0,3.0,100.75,-33.86281,151.08115,False,2,1.0,1.0,1.0,283.0,85.0,1,13.0,2,89,19,9,99.0,9.0,3,1,2,1.2,53,False,False,False,True,False,37,-1408.6973544393334
6877,True,2017,207.87734241908007,8.0,8.0,169.98529411764707,-33.86521,151.17315,False,2,1.0,1.0,1.0,283.0,94.0,1,38.0,2,180,8,0,88.0,9.0,8,0,8,0.43,53,False,False,False,False,False,17,-1412.7128981749004
8263,False,2016,207.87734241908007,2.0,2.0,190.49040307101728,-33.88927,151.27431,False,2,1.0,1.0,1.0,0.0,30.0,1,28.000000000000004,14,20,13,13,100.0,10.0,2,1,1,1.27,53,False,False,False,False,False,20,-1440.6779928000367
2874,False,2013,89.3125,1.0,1.0,247.59587955625992,-33.89728,151.2002,False,2,1.0,1.0,2.0,0.0,38.0,1,25.0,2,178,76,45,97.0,9.0,1,0,1,4.12,53,False,False,False,False,False,34,-738.8969509560111
5228,True,2012,207.87734241908007,4.0,4.0,237.06749555950267,-33.83205,151.16659,False,2,1.5,1.0,2.0,0.0,0.0,1,28.000000000000004,1,222,88,13,98.0,9.0,4,1,3,2.14,53,False,False,False,False,False,16,-1286.7260843096844
702,False,2017,154.9,2.0,2.0,237.06749555950267,-33.92006,151.25327,True,4,1.0,2.0,2.0,0.0,38.0,1,0.0,5,7,19,0,93.0,10.0,2,2,0,1.05,53,False,False,False,False,False,33,780.606922319521
5272,False,2013,207.87734241908007,2.0,2.0,241.26315789473685,-33.83,151.23145,False,1,1.0,1.0,1.0,283.0,85.0,1,0.0,5,210,18,4,97.0,10.0,2,1,1,0.3,53,False,False,False,False,False,35,-1148.7618584966854
5428,False,2013,207.87734241908007,3.0,3.0,247.59587955625992,-33.814609999999995,150.96065,False,2,2.5,1.0,1.0,0.0,47.0,1,38.0,2,346,38,5,94.0,9.0,3,0,3,0.57,53,False,False,False,False,False,24,780.5989189547414
9483,False,2013,207.87734241908007,2.0,2.0,227.12709030100334,-33.88035,151.10411000000002,False,2,1.0,1.0,1.0,0.0,38.0,2,0.0,2,59,21,21,97.0,10.0,2,0,2,2.54,53,False,False,False,False,False,33,780.5992225685615
3242,False,2015,1093.4878048780488,3.0,3.0,247.59587955625992,-33.90418,151.24942,False,2,1.0,1.0,1.0,0.0,45.0,2,27.0,1,137,122,35,87.0,9.0,3,0,3,3.7,55,False,False,False,False,False,28,780.5981697616031
218,True,2017,207.87734241908007,2.0,2.0,190.49040307101728,-33.68882,150.94548,False,2,1.5,1.0,1.0,0.0,36.0,1,36.0,1,144,3,3,100.0,9.0,2,0,2,0.47,55,False,False,False,False,False,29,780.590721160379
4436,True,2015,207.87734241908007,1.0,1.0,200.42513863216266,-33.899770000000004,151.20765,False,2,1.0,1.0,1.0,0.0,13.0,1,13.0,2,0,11,11,98.0,10.0,1,0,1,2.09,55,False,False,False,True,False,23,-1408.6713422386335
4235,False,2019,207.87734241908007,8.0,8.0,193.44848484848484,-33.88561,151.21387,False,3,2.0,1.0,2.0,909.0,36.0,1,18.0,1,67,16,16,96.0,10.0,8,0,8,6.0,55,False,False,False,False,False,23,-1448.6750985530932
3914,False,2018,207.87734241908007,15.0,15.0,190.49040307101728,-33.8817,151.18991,False,1,5.0,1.0,1.0,364.0,36.0,1,0.0,14,119,2,2,100.0,10.0,10,0,4,0.42,55,False,False,False,False,False,20,-1356.6956883631265
3955,True,2016,167.73684210526315,1.0,1.0,217.50485436893203,-33.89653,151.20842,False,2,1.5,1.0,1.0,0.0,0.0,1,18.0,2,0,3,3,100.0,10.0,1,0,1,1.88,55,False,False,False,False,False,15,780.6269335318765
3664,False,2015,207.87734241908007,1.0,1.0,192.99492385786803,-33.88533,151.16181,False,1,1.0,1.0,1.0,0.0,53.0,1,0.0,3,304,77,22,98.0,10.0,1,0,1,1.73,55,False,False,False,False,False,12,-1348.7331762563722
3381,False,2016,207.87734241908007,1.0,1.0,190.42857142857142,-33.77534,151.0619,False,2,1.0,1.0,1.0,364.0,71.0,1,27.0,1,151,3,2,100.0,9.0,1,0,1,0.21,55,False,False,False,False,False,30,780.6081375000646
3148,False,2014,207.87734241908007,3.0,3.0,190.41855670103092,-33.857479999999995,151.0331,False,2,1.0,1.0,1.0,455.0,55.00000000000001,1,36.0,4,265,12,11,98.0,10.0,3,0,3,0.97,55,False,False,False,True,False,54,780.5926174258477
4918,False,2015,207.87734241908007,2.0,2.0,197.92198581560282,-33.91044,151.16061000000002,False,2,1.0,1.0,1.0,0.0,0.0,1,18.0,2,86,30,8,98.0,10.0,2,1,1,1.42,55,False,False,False,False,False,33,780.5889449868226
1365,False,2014,207.87734241908007,2.0,2.0,210.69677419354838,-33.90095,151.14072,False,2,1.0,1.0,2.0,364.0,73.0,1,0.0,3,325,28,18,96.0,9.0,2,1,1,1.0,55,False,False,False,True,True,34,-1348.7036952443914
987,False,2017,207.87734241908007,2.0,2.0,202.7209026128266,-33.95551,150.95425,False,2,1.0,1.0,1.0,364.0,91.0,1,64.0,2,365,10,3,90.0,9.0,2,0,2,0.52,55,False,False,False,False,False,32,780.5982696488305
873,False,2016,207.87734241908007,3.0,3.0,237.06749555950267,-33.93338,151.14614,False,3,1.0,1.0,2.0,455.0,42.0,1,27.0,1,0,47,0,99.0,10.0,3,0,3,2.13,55,False,False,False,False,False,36,780.6239203465951
311,False,2015,167.73684210526315,3.0,3.0,250.50738916256157,-33.92427,151.1875,False,1,1.0,1.0,1.0,364.0,27.0,1,36.0,2,90,16,3,98.0,10.0,3,1,1,0.35,55,False,False,False,False,False,21,780.5966285533846
3043,False,2018,207.87734241908007,22.0,22.0,193.44848484848484,-33.8729,151.03535,False,2,2.5,1.0,1.0,364.0,82.0,1,0.0,1,348,18,18,86.0,10.0,22,5,17,1.81,55,False,False,False,False,False,35,780.589083589941
2945,False,2016,207.87734241908007,1.0,1.0,202.7209026128266,-33.79312,151.28679,False,2,1.0,1.0,1.0,0.0,0.0,1,0.0,3,0,12,2,97.0,10.0,1,0,1,0.39,55,False,False,False,False,False,17,780.6205587204722
2885,False,2015,207.87734241908007,2.0,2.0,190.42857142857142,-33.82156,151.10598000000002,False,2,1.0,1.0,1.0,0.0,91.0,1,18.0,1,24,7,7,97.0,9.0,2,1,1,1.65,55,False,False,False,False,False,18,-1424.6932626807131
2654,False,2018,207.87734241908007,3.0,3.0,193.44848484848484,-33.79605,151.25744,False,1,1.0,1.0,1.0,0.0,36.0,1,45.0,1,365,1,1,100.0,8.0,2,0,2,1.0,55,False,False,False,False,False,9,780.5698072599567
2507,True,2019,207.87734241908007,1.0,1.0,190.49040307101728,-33.9069,151.25016000000002,False,2,1.0,1.0,1.0,0.0,0.0,1,18.0,1,68,1,1,100.0,10.0,1,0,1,0.94,55,False,False,False,False,False,20,-1408.7076392354963
2316,False,2013,167.73684210526315,4.0,4.0,192.99492385786803,-33.910470000000004,151.23842,False,1,1.0,1.0,1.0,545.0,127.0,1,55.00000000000001,3,0,10,10,90.0,9.0,4,1,3,0.87,55,False,False,False,False,False,22,-1408.6755410419707
2272,True,2015,207.87734241908007,1.0,1.0,186.67567567567568,-33.75293,151.29318,False,2,1.0,1.0,1.0,0.0,45.0,1,18.0,2,89,6,6,100.0,10.0,1,0,1,0.94,55,False,False,False,False,False,18,780.5782232690455
2102,True,2016,207.87734241908007,1.0,1.0,182.41509433962264,-33.75521,151.06668,False,1,1.5,1.0,1.0,0.0,27.0,1,64.0,1,179,47,35,97.0,10.0,1,0,1,2.79,55,False,False,False,False,False,31,-1440.689270739471
2043,False,2014,207.87734241908007,1.0,1.0,111.0,-33.83412,151.21087,False,1,1.0,1.0,1.0,0.0,36.0,1,36.0,7,180,4,0,100.0,10.0,1,0,1,0.14,55,False,False,False,False,False,19,780.6040491686648
7308,False,2013,207.87734241908007,1.0,1.0,247.59587955625992,-33.88915,151.27093,False,2,1.0,1.0,1.0,0.0,0.0,1,18.0,21,0,1,1,100.0,10.0,1,0,1,0.12,55,False,False,False,False,False,11,780.6407823925466
8543,False,2012,207.87734241908007,5.0,5.0,178.59622641509435,-33.75669,151.25943999999998,False,3,1.5,1.0,2.0,273.0,57.99999999999999,1,57.99999999999999,2,107,6,1,90.0,8.0,5,0,5,0.14,55,False,False,False,False,False,25,-1412.6950496664308
8550,False,2013,246.14285714285714,1.0,1.0,131.0952380952381,-33.8945,151.27286,False,2,1.0,1.0,1.0,0.0,0.0,4,73.0,3,0,7,1,94.0,9.0,1,0,1,0.13,55,False,False,False,False,False,11,-1448.6654082505827
8610,True,2014,167.8421052631579,9.0,9.0,250.50738916256157,-33.89363,151.25083,False,2,1.5,1.0,1.0,0.0,0.0,1,18.0,3,81,8,0,98.0,10.0,8,0,6,0.57,55,False,False,False,False,False,32,780.5895881613433
6037,True,2019,154.9,2.0,2.0,190.49040307101728,-33.88382,151.27383999999998,False,2,1.5,1.0,1.0,0.0,64.0,1,0.0,2,61,1,1,100.0,10.0,2,1,1,0.44,55,False,True,False,False,False,20,-1440.675275979409
6462,False,2019,207.87734241908007,8.0,8.0,193.44848484848484,-33.88541,151.21414,False,4,2.0,1.0,1.0,909.0,36.0,1,27.0,1,68,22,22,95.0,9.0,8,0,8,8.57,55,False,False,False,False,False,22,-1448.6697008652175
4882,False,2018,207.87734241908007,1.0,1.0,190.42857142857142,-33.87164,151.26922,False,2,1.0,3.0,1.0,0.0,36.0,1,36.0,1,89,1,1,100.0,10.0,1,0,1,0.75,55,False,False,False,False,False,5,-1408.720806087042
7104,True,2015,207.87734241908007,1.0,1.0,200.42513863216266,-33.81125,151.18334,False,2,1.0,1.0,1.0,364.0,109.0,1,36.0,1,0,7,7,100.0,10.0,1,0,1,0.64,55,False,False,False,False,False,30,-1288.7201913421982
6911,False,2015,207.87734241908007,2.0,2.0,204.5595238095238,-33.89052,151.24837,False,2,1.0,1.0,1.0,273.0,18.0,1,36.0,1,37,25,25,95.0,10.0,2,1,1,2.25,55,False,False,False,False,False,43,-1440.684314227174
6547,False,2014,207.87734241908007,0.0,0.0,250.50738916256157,-33.92845,151.15001,False,2,1.0,1.0,1.0,0.0,64.0,1,0.0,1,48,31,6,91.0,9.0,2,0,2,1.07,55,False,False,False,False,False,31,780.6027125210327
8648,False,2015,207.87734241908007,2.0,2.0,210.69677419354838,-33.90974,151.24206,False,2,1.0,1.0,1.0,0.0,0.0,1,36.0,3,0,7,7,100.0,10.0,2,0,2,2.02,55,False,False,False,True,False,33,-1408.6778102191172
5448,False,2013,207.87734241908007,13.0,13.0,237.06749555950267,-33.883109999999995,151.181,False,1,6.0,1.0,1.0,0.0,36.0,1,0.0,3,118,3,3,87.0,9.0,13,0,13,0.25,55,False,False,False,True,False,21,780.6245298452261
9657,False,2015,207.87734241908007,1.0,1.0,202.7209026128266,-33.875690000000006,151.1655,False,2,0.5,1.0,1.0,364.0,73.0,1,0.0,2,266,105,26,98.0,9.0,1,0,1,2.45,55,False,False,False,True,False,37,-1440.6827260000994
9671,False,2017,207.87734241908007,4.0,4.0,118.5,-33.95218,151.25315,False,2,1.5,1.0,1.0,0.0,29.0,2,36.0,1,224,4,4,100.0,9.0,3,0,3,2.45,55,False,False,False,False,False,46,780.5946909141634
9828,False,2017,207.87734241908007,3.0,3.0,169.98529411764707,-34.007690000000004,150.86831,False,2,1.0,1.0,1.0,362.0,0.0,1,18.0,1,89,8,5,88.0,10.0,3,0,3,0.57,55,False,False,False,False,False,20,-1288.759511092715
9470,False,2015,207.87734241908007,2.0,2.0,202.7209026128266,-33.8173,151.05562,False,2,1.0,1.0,1.0,364.0,36.0,1,73.0,2,362,2,1,100.0,10.0,2,0,2,0.12,55,False,False,False,False,False,17,-1408.704065824336
8912,False,2012,207.87734241908007,1.0,1.0,190.41855670103092,-33.91564,151.25148000000002,False,1,1.0,1.0,1.0,268.0,89.0,1,0.0,3,167,22,6,94.0,10.0,1,0,1,0.27,56,False,False,False,False,False,21,-1108.8002170554912
9011,False,2018,207.87734241908007,1.0,1.0,190.42857142857142,-33.81536,151.08841,True,2,1.0,1.0,1.0,1786.0,123.0,1,0.0,7,0,13,13,100.0,10.0,1,1,0,1.11,56,False,False,False,False,False,25,780.625020821113
7928,False,2015,207.87734241908007,1.0,1.0,176.9078014184397,-33.931290000000004,151.14983,False,1,1.0,1.0,1.0,893.0,36.0,1,54.0,2,10,5,5,88.0,9.0,1,0,1,0.72,56,False,False,False,True,False,29,780.6207884559656
9640,False,2015,207.87734241908007,2.0,2.0,202.7209026128266,-33.89917,151.2155,False,1,1.0,1.0,1.0,232.0,27.0,1,27.0,1,0,36,1,87.0,9.0,2,0,2,0.83,56,False,False,False,False,False,29,780.6144940411366
5690,False,2018,207.87734241908007,1.0,1.0,190.49040307101728,-33.94061,151.15087,False,3,1.0,0.0,2.0,0.0,21.0,2,18.0,1,48,24,24,94.0,10.0,1,0,1,10.91,56,False,False,False,True,True,37,-1412.6852462147526
2791,False,2014,207.87734241908007,2.0,2.0,185.57831325301206,-33.871970000000005,151.22418000000002,False,2,2.0,1.0,1.0,250.0,59.0,1,18.0,1,1,125,59,94.0,10.0,2,1,1,2.3,56,False,False,False,True,False,41,-1068.779401814959
1044,False,2015,207.87734241908007,4.0,4.0,202.7209026128266,-33.78811,151.07969,False,3,1.5,1.0,2.0,517.0,86.0,2,86.0,1,362,12,0,82.0,9.0,4,0,4,0.25,58,False,False,False,False,False,11,780.599377132213
3942,False,2016,207.87734241908007,1.0,1.0,247.59587955625992,-33.892590000000006,151.27086,False,2,1.0,1.0,1.0,0.0,43.0,1,43.0,3,0,11,9,95.0,10.0,1,0,1,0.81,58,False,False,False,False,False,14,780.6210981699588
5914,False,2015,207.87734241908007,3.0,3.0,200.42513863216266,-33.96885,151.23918999999998,False,2,1.0,1.0,1.0,517.0,43.0,1,26.0,1,365,28,4,90.0,9.0,3,0,3,0.6,58,False,False,False,False,False,28,780.5870855005472
9638,True,2019,207.87734241908007,2.0,2.0,190.49040307101728,-33.95112,151.03699,False,4,1.0,1.0,1.0,0.0,17.0,1,21.0,1,176,7,7,97.0,9.0,2,0,2,3.04,58,False,False,False,False,False,22,780.6003343389855
4589,False,2018,207.87734241908007,5.0,5.0,190.49040307101728,-33.810109999999995,151.00686000000002,False,2,1.0,1.0,2.0,0.0,74.0,1,0.0,1,362,4,4,100.0,10.0,5,0,5,1.41,58,False,False,False,False,False,21,-1408.7200564890975
9741,True,2016,207.87734241908007,1.0,1.0,241.26315789473685,-33.89369,151.26931000000002,False,2,1.0,1.0,1.0,0.0,34.0,1,0.0,5,84,9,9,98.0,10.0,1,0,1,0.93,58,False,False,False,False,False,11,780.6081109806597
7039,False,2017,207.87734241908007,3.0,3.0,118.5,-33.91085,151.20538,False,3,1.0,2.0,2.0,0.0,83.0,1,52.0,1,0,25,25,99.0,10.0,1,0,1,3.15,58,False,False,False,False,False,43,780.6226028036654
3018,False,2015,207.87734241908007,7.0,7.0,217.50485436893203,-33.792759999999994,151.08928,False,2,1.0,1.0,1.0,497.0,124.0,2,74.0,1,175,24,5,86.0,8.0,1,0,1,0.55,58,True,False,False,False,False,44,-1268.7650826456143
3095,False,2016,195.71014492753622,3.0,3.0,202.7209026128266,-33.949490000000004,151.22867,False,4,3.0,1.0,1.0,603.0,86.0,2,43.0,1,365,6,0,73.0,9.0,3,0,3,0.14,58,False,False,False,False,False,13,780.5881585933716
6398,False,2012,171.35,4.0,4.0,210.69677419354838,-33.87618,151.27195,False,2,1.0,1.0,1.0,0.0,69.0,1,52.0,3,301,15,12,96.0,10.0,4,0,4,1.19,58,False,False,False,False,False,30,-1408.7007006641281
3375,False,2017,207.87734241908007,6.0,6.0,190.49040307101728,-33.89,151.23897,False,2,4.5,1.0,1.0,0.0,0.0,1,0.0,4,78,6,5,84.0,10.0,6,0,5,0.35,58,False,False,False,False,False,30,780.6028554610117
1655,False,2012,89.3125,24.0,24.0,202.7209026128266,-33.87413,151.19317,False,1,2.0,1.0,1.0,861.9999999999999,0.0,1,100.0,14,91,1,0,80.0,10.0,24,0,1,0.03,58,False,False,False,False,False,12,780.5980170166224
3860,False,2012,207.87734241908007,1.0,1.0,247.59587955625992,-33.894009999999994,151.24273,False,1,1.0,1.0,1.0,259.0,43.0,1,34.0,3,14,25,7,86.0,9.0,1,0,1,0.92,58,False,False,False,False,False,17,-1408.6814341195557
3359,False,2013,167.73684210526315,4.0,4.0,192.99492385786803,-33.9114,151.23858,False,2,1.0,1.0,1.0,508.0,119.0,1,42.0,3,41,7,7,97.0,10.0,4,1,3,0.71,59,False,False,False,True,False,25,-1408.6913587161368
6268,False,2019,207.87734241908007,2.0,2.0,193.44848484848484,-33.77767,151.10761000000002,False,2,1.0,1.0,1.0,0.0,34.0,1,14.000000000000002,1,0,2,2,90.0,10.0,1,0,1,0.59,59,False,True,False,False,False,13,780.6174641486979
3465,False,2017,207.87734241908007,1.0,1.0,178.59622641509435,-33.777,151.28957,False,2,1.0,1.0,1.0,0.0,68.0,1,34.0,3,0,2,2,100.0,10.0,1,0,1,0.24,59,False,False,False,False,False,1,-1408.681674606715
1254,False,2016,207.87734241908007,2.0,2.0,202.7209026128266,-33.8262,151.22638999999998,False,2,1.5,1.0,1.0,0.0,34.0,1,0.0,2,54,13,13,98.0,10.0,2,1,1,1.4,59,False,False,False,False,False,25,-1458.6678251880192
767,False,2017,207.87734241908007,1.0,1.0,237.06749555950267,-33.81391,150.93398,False,2,3.5,1.0,1.0,254.0,25.0,1,17.0,1,76,25,25,97.0,10.0,1,0,1,2.55,59,False,False,False,False,False,25,-1454.6792811386651
1335,False,2015,207.87734241908007,2.0,2.0,192.99492385786803,-33.72609,151.29881,False,2,1.0,1.0,1.0,847.0000000000001,25.0,1,25.0,2,91,7,7,100.0,10.0,1,0,1,1.27,59,False,False,False,False,False,17,-1426.7113992327954
2243,False,2019,167.73684210526315,19.0,19.0,190.49040307101728,-33.89393,151.21537,False,2,1.0,1.0,2.0,254.0,144.0,1,0.0,4,0,1,1,100.0,10.0,14,0,14,0.19,59,False,False,False,False,False,16,780.6316864801054
1083,False,2016,207.87734241908007,1.0,1.0,227.12709030100334,-33.80048,150.984,False,1,1.0,1.0,1.0,339.0,42.0,1,0.0,1,180,40,14,98.0,10.0,1,0,1,1.14,59,False,False,False,False,False,34,780.5986421187428
3890,False,2011,195.71014492753622,1.0,1.0,194.28571428571428,-33.88078,151.21653,False,2,1.0,1.0,1.0,169.0,136.0,1,42.0,2,361,3,0,100.0,10.0,1,0,1,0.04,59,False,False,False,False,False,29,-1348.7274163804716
1722,True,2019,195.71014492753622,6.0,6.0,190.49040307101728,-33.88675,151.02687,False,4,2.0,1.0,2.0,0.0,17.0,2,51.0,1,0,2,2,70.0,8.0,6,1,2,0.49,59,False,False,False,True,False,16,780.6282741995122
9288,False,2015,207.87734241908007,1.0,1.0,190.49040307101728,-33.96095,151.22926,True,3,1.0,1.0,2.0,8475.0,34.0,1,25.0,1,301,6,6,90.0,10.0,1,1,0,1.76,59,False,False,False,False,False,26,780.6099178047782
483,False,2016,207.87734241908007,1.0,1.0,190.41855670103092,-33.85596,151.04543,False,2,1.0,1.0,1.0,0.0,42.0,1,34.0,1,16,4,4,100.0,10.0,1,0,1,0.76,59,False,False,False,True,False,31,780.6131532170897
7493,True,2016,207.87734241908007,1.0,1.0,250.50738916256157,-33.81051,151.17926,False,2,1.0,1.0,1.0,0.0,0.0,1,17.0,3,78,9,9,93.0,8.0,1,0,1,1.02,59,False,False,False,True,False,30,-1440.670039537861
8900,True,2013,207.87734241908007,16.0,16.0,202.7209026128266,-33.74049,150.9434,False,2,2.0,1.0,1.0,0.0,0.0,2,49.0,1,365,1,0,80.0,8.0,16,0,16,0.03,59,False,False,False,False,False,21,780.590282492592
4556,True,2013,207.87734241908007,16.0,16.0,202.7209026128266,-33.737140000000004,150.92257,False,2,2.0,1.0,2.0,0.0,0.0,2,49.0,1,363,2,0,90.0,6.0,16,0,16,0.08,59,False,False,False,False,False,30,780.5903676639122
4459,False,2015,207.87734241908007,16.0,16.0,247.59587955625992,-33.889140000000005,151.27203,False,2,2.0,1.0,1.0,225.0,14.000000000000002,1,59.0,1,0,2,0,50.0,9.0,16,0,3,0.05,59,False,False,False,False,False,35,780.6234309825313
521,False,2015,207.87734241908007,2.0,2.0,197.92198581560282,-33.81419,151.16239,False,3,1.0,1.0,2.0,0.0,34.0,2,25.0,1,76,62,11,89.0,9.0,2,0,2,1.17,59,False,False,False,False,False,36,-1288.7412394625617
2049,False,2016,207.87734241908007,2.0,2.0,246.8955223880597,-33.88971,151.19924,False,1,2.0,2.0,1.0,231.0,41.0,1,0.0,4,98,61,18,99.0,10.0,2,0,2,2.03,61,False,False,False,False,False,44,780.6004509682085
2024,True,2015,207.87734241908007,2.0,2.0,210.69677419354838,-33.90978,151.24051,False,2,1.0,1.0,1.0,0.0,0.0,1,33.0,5,0,1,1,100.0,10.0,2,0,2,0.14,61,False,False,False,True,False,18,-1440.659029522176
102,True,2016,162.33333333333334,1.0,1.0,190.41855670103092,-33.93016,151.15418,False,2,1.0,1.0,1.0,0.0,49.0,1,33.0,1,89,2,2,90.0,10.0,1,0,1,0.5,61,False,False,False,False,False,27,780.5944328050191
2238,True,2014,548.3333333333334,3.0,3.0,190.41855670103092,-33.92156,151.23202,False,1,1.0,1.0,1.0,819.9999999999999,48.0,1,25.0,1,222,12,6,92.0,10.0,3,0,3,0.29,61,False,False,False,False,False,13,780.600171908612
9242,False,2016,207.87734241908007,1.0,1.0,169.98529411764707,-33.788790000000006,151.08905,False,2,1.0,1.0,1.0,246.0,33.0,1,16.0,1,86,19,0,92.0,9.0,1,0,1,0.68,61,False,False,False,False,False,15,-1288.7366984320945
5370,False,2015,207.87734241908007,2.0,2.0,190.49040307101728,-33.87591,151.19711999999998,False,1,1.5,1.0,1.0,0.0,82.0,1,82.0,1,2,7,7,100.0,10.0,2,0,2,2.56,61,False,False,False,False,False,31,-1108.7783817248253
3156,False,2016,195.71014492753622,3.0,3.0,202.7209026128266,-33.94829,151.22932,False,4,3.0,1.0,1.0,492.0,49.0,2,46.0,1,365,24,2,97.0,9.0,3,0,3,0.57,61,False,False,False,False,False,10,780.5876542050922
1170,False,2014,207.87734241908007,2.0,2.0,202.7209026128266,-33.81839,151.20318,False,2,1.0,1.0,1.0,0.0,0.0,1,33.0,1,297,76,23,94.0,10.0,2,0,2,3.36,61,False,False,False,False,False,16,-1440.6697288512958
2084,False,2015,74.33333333333333,6.0,6.0,247.59587955625992,-33.91257,151.11903,False,2,2.0,1.0,1.0,574.0,49.0,2,41.0,1,343,4,2,100.0,10.0,6,0,6,0.12,61,False,False,False,False,False,17,780.60107742318
3087,False,2018,207.87734241908007,2.0,2.0,229.1060070671378,-33.89049,151.268,False,2,1.0,1.0,1.0,8197.0,131.0,2,131.0,1,55,4,4,100.0,10.0,1,0,1,2.45,61,False,False,False,False,False,34,-1288.7347580825015
8460,False,2014,207.87734241908007,1.0,1.0,202.7209026128266,-33.79633,151.26276,False,2,1.5,1.0,1.0,0.0,66.0,1,33.0,1,251,4,4,100.0,10.0,1,0,1,0.48,61,False,False,False,True,False,42,-1288.7224905224207
8449,False,2018,207.87734241908007,1.0,1.0,179.28947368421052,-33.89564,151.19971,True,3,1.0,0.0,2.0,213.0,66.0,1,33.0,2,133,48,40,93.0,9.0,1,1,0,3.24,61,False,False,False,False,True,26,780.610087449758
9385,False,2017,207.87734241908007,3.0,3.0,185.57831325301206,-33.77911,151.29038,False,2,1.5,1.0,1.0,0.0,0.0,1,0.0,28,74,3,3,90.0,8.0,2,0,2,0.31,61,False,False,False,False,False,24,-1408.6924262426724
9323,False,2015,207.87734241908007,1.0,1.0,247.59587955625992,-33.89088,151.26583,False,2,1.0,1.0,1.0,0.0,82.0,1,33.0,2,89,8,8,100.0,10.0,1,0,1,0.85,61,False,False,False,True,False,18,-1408.697257177653
5378,False,2015,207.87734241908007,3.0,3.0,202.7209026128266,-33.89938,151.13651000000002,False,2,1.0,1.0,1.0,819.9999999999999,82.0,1,25.0,1,0,8,3,97.0,10.0,3,0,3,0.19,61,False,False,False,False,False,49,-738.8943371245352
5734,False,2016,195.71014492753622,3.0,3.0,202.7209026128266,-33.94852,151.2293,False,4,3.0,1.0,1.0,492.0,56.99999999999999,2,46.0,1,365,7,0,93.0,8.0,3,0,3,0.16,61,False,False,False,False,False,13,780.5871351118438
