,date,nofsales
1245,2010-07-06,4
1246,2010-07-07,7
1247,2010-07-08,6
1248,2010-07-09,3
1249,2010-07-10,3
1250,2010-07-11,0
1251,2010-07-12,6
1252,2010-07-13,7
1253,2010-07-14,4
1254,2010-07-15,4
1255,2010-07-16,8
1256,2010-07-17,2
1257,2010-07-18,0
1258,2010-07-19,3
1259,2010-07-20,7
1260,2010-07-21,5
1261,2010-07-22,5
1262,2010-07-23,6
1263,2010-07-24,2
1264,2010-07-25,0
1265,2010-07-26,4
1266,2010-07-27,1
1267,2010-07-28,7
1268,2010-07-29,10
1269,2010-07-30,7
1270,2010-07-31,1
1271,2010-08-01,0
1272,2010-08-02,10
1273,2010-08-03,3
1274,2010-08-04,4
1275,2010-08-05,4
1276,2010-08-06,5
1277,2010-08-07,2
1278,2010-08-08,0
1279,2010-08-09,5
1280,2010-08-10,4
1281,2010-08-11,3
1282,2010-08-12,6
1283,2010-08-13,5
1284,2010-08-14,5
1285,2010-08-15,0
1286,2010-08-16,6
1287,2010-08-17,10
1288,2010-08-18,5
1289,2010-08-19,5
1290,2010-08-20,8
1291,2010-08-21,1
1292,2010-08-22,0
1293,2010-08-23,13
1294,2010-08-24,6
1295,2010-08-25,2
1296,2010-08-26,6
1297,2010-08-27,5
1298,2010-08-28,5
1299,2010-08-29,1
1300,2010-08-30,9
1301,2010-08-31,4
1302,2010-09-01,6
1303,2010-09-02,7
1304,2010-09-03,3
1305,2010-09-04,6
1306,2010-09-05,0
1307,2010-09-06,5
1308,2010-09-07,5
1309,2010-09-08,4
1310,2010-09-09,3
1311,2010-09-10,14
1312,2010-09-11,5
1313,2010-09-12,0
1314,2010-09-13,5
1315,2010-09-14,2
1316,2010-09-15,4
1317,2010-09-16,5
1318,2010-09-17,6
1319,2010-09-18,4
1320,2010-09-19,0
1321,2010-09-20,7
1322,2010-09-21,4
1323,2010-09-22,3
1324,2010-09-23,5
1325,2010-09-24,5
1326,2010-09-25,6
1327,2010-09-26,2
1328,2010-09-27,0
1329,2010-09-28,8
1330,2010-09-29,6
1331,2010-09-30,10
1332,2010-10-01,10
1333,2010-10-02,2
1334,2010-10-03,0
1335,2010-10-04,0
1336,2010-10-05,3
1337,2010-10-06,4
1338,2010-10-07,5
1339,2010-10-08,4
1340,2010-10-09,7
1341,2010-10-10,0
1342,2010-10-11,5
1343,2010-10-12,4
1344,2010-10-13,4
1345,2010-10-14,2
1346,2010-10-15,5
1347,2010-10-16,5
1348,2010-10-17,0
1349,2010-10-18,5
1350,2010-10-19,7
1351,2010-10-20,8
1352,2010-10-21,4
1353,2010-10-22,5
1354,2010-10-23,6
1355,2010-10-24,0
1356,2010-10-25,7
1357,2010-10-26,5
1358,2010-10-27,7
1359,2010-10-28,8
1360,2010-10-29,8
1361,2010-10-30,6
1362,2010-10-31,0
1363,2010-11-01,5
1364,2010-11-02,7
1365,2010-11-03,5
1366,2010-11-04,5
1367,2010-11-05,7
1368,2010-11-06,7
1369,2010-11-07,0
1370,2010-11-08,11
1371,2010-11-09,4
1372,2010-11-10,8
1373,2010-11-11,6
1374,2010-11-12,10
1375,2010-11-13,5
1376,2010-11-14,0
1377,2010-11-15,12
1378,2010-11-16,3
1379,2010-11-17,6
1380,2010-11-18,5
1381,2010-11-19,9
1382,2010-11-20,6
1383,2010-11-21,0
1384,2010-11-22,10
1385,2010-11-23,4
1386,2010-11-24,5
1387,2010-11-25,7
1388,2010-11-26,5
1389,2010-11-27,6
1390,2010-11-28,0
1391,2010-11-29,9
1392,2010-11-30,5
1393,2010-12-01,10
1394,2010-12-02,7
1395,2010-12-03,6
1396,2010-12-04,10
1397,2010-12-05,0
1398,2010-12-06,2
1399,2010-12-07,2
1400,2010-12-08,13
1401,2010-12-09,5
1402,2010-12-10,8
1403,2010-12-11,4
1404,2010-12-12,2
1405,2010-12-13,11
1406,2010-12-14,10
1407,2010-12-15,8
1408,2010-12-16,7
1409,2010-12-17,3
1410,2010-12-18,4
1411,2010-12-19,1
1412,2010-12-20,2
1413,2010-12-21,5
1414,2010-12-22,10
1415,2010-12-23,13
1416,2010-12-24,4
1417,2010-12-25,0
1418,2010-12-26,0
1419,2010-12-27,0
1420,2010-12-28,0
1421,2010-12-29,0
1422,2010-12-30,1
1423,2010-12-31,0
1424,2011-01-01,0
1425,2011-01-02,0
1426,2011-01-03,0
1427,2011-01-04,1
1428,2011-01-05,2
1429,2011-01-06,4
1430,2011-01-07,3
1431,2011-01-08,0
1432,2011-01-09,0
1433,2011-01-10,4
1434,2011-01-11,3
1435,2011-01-12,7
1436,2011-01-13,3
1437,2011-01-14,4
1438,2011-01-15,1
1439,2011-01-16,0
1440,2011-01-17,6
1441,2011-01-18,5
1442,2011-01-19,5
1443,2011-01-20,6
1444,2011-01-21,5
1445,2011-01-22,1
1446,2011-01-23,0
1447,2011-01-24,5
1448,2011-01-25,6
1449,2011-01-26,0
1450,2011-01-27,4
1451,2011-01-28,3
1452,2011-01-29,1
1453,2011-01-30,0
1454,2011-01-31,3
1455,2011-02-01,3
1456,2011-02-02,5
1457,2011-02-03,5
1458,2011-02-04,3
1459,2011-02-05,5
1460,2011-02-06,0
1461,2011-02-07,5
1462,2011-02-08,6
1463,2011-02-09,12
1464,2011-02-10,7
1465,2011-02-11,3
1466,2011-02-12,1
1467,2011-02-13,0
1468,2011-02-14,6
1469,2011-02-15,8
1470,2011-02-16,1
1471,2011-02-17,9
1472,2011-02-18,10
1473,2011-02-19,9
1474,2011-02-20,1
1475,2011-02-21,7
1476,2011-02-22,7
1477,2011-02-23,4
1478,2011-02-24,8
1479,2011-02-25,7
1480,2011-02-26,6
1481,2011-02-27,1
1482,2011-02-28,6
1483,2011-03-01,8
1484,2011-03-02,5
1485,2011-03-03,4
1486,2011-03-04,6
1487,2011-03-05,14
1488,2011-03-06,0
1489,2011-03-07,6
1490,2011-03-08,4
1491,2011-03-09,3
1492,2011-03-10,3
1493,2011-03-11,4
1494,2011-03-12,1
1495,2011-03-13,0
1496,2011-03-14,0
1497,2011-03-15,9
1498,2011-03-16,10
1499,2011-03-17,3
1500,2011-03-18,8
1501,2011-03-19,6
1502,2011-03-20,0
1503,2011-03-21,7
1504,2011-03-22,4
1505,2011-03-23,7
1506,2011-03-24,8
1507,2011-03-25,12
1508,2011-03-26,7
1509,2011-03-27,1
1510,2011-03-28,3
1511,2011-03-29,6
1512,2011-03-30,5
1513,2011-03-31,7
1514,2011-04-01,8
1515,2011-04-02,1
1516,2011-04-03,0
1517,2011-04-04,12
1518,2011-04-05,7
1519,2011-04-06,15
1520,2011-04-07,5
1521,2011-04-08,7
1522,2011-04-09,4
1523,2011-04-10,0
1524,2011-04-11,3
1525,2011-04-12,9
1526,2011-04-13,8
1527,2011-04-14,2
1528,2011-04-15,7
1529,2011-04-16,5
1530,2011-04-17,0
1531,2011-04-18,7
1532,2011-04-19,6
1533,2011-04-20,6
1534,2011-04-21,9
1535,2011-04-22,0
1536,2011-04-23,0
1537,2011-04-24,0
1538,2011-04-25,0
1539,2011-04-26,0
1540,2011-04-27,7
1541,2011-04-28,7
1542,2011-04-29,12
1543,2011-04-30,4
1544,2011-05-01,0
1545,2011-05-02,7
1546,2011-05-03,10
1547,2011-05-04,11
1548,2011-05-05,6
1549,2011-05-06,8
1550,2011-05-07,2
1551,2011-05-08,1
1552,2011-05-09,7
1553,2011-05-10,7
1554,2011-05-11,5
1555,2011-05-12,4
1556,2011-05-13,7
1557,2011-05-14,2
1558,2011-05-15,0
1559,2011-05-16,10
1560,2011-05-17,9
1561,2011-05-18,3
1562,2011-05-19,2
1563,2011-05-20,6
1564,2011-05-21,2
1565,2011-05-22,0
1566,2011-05-23,5
1567,2011-05-24,6
1568,2011-05-25,10
1569,2011-05-26,6
1570,2011-05-27,5
1571,2011-05-28,2
1572,2011-05-29,0
1573,2011-05-30,6
1574,2011-05-31,5
1575,2011-06-01,11
1576,2011-06-02,2
1577,2011-06-03,5
1578,2011-06-04,0
1579,2011-06-05,0
1580,2011-06-06,5
1581,2011-06-07,3
1582,2011-06-08,6
1583,2011-06-09,7
1584,2011-06-10,5
1585,2011-06-11,2
1586,2011-06-12,0
1587,2011-06-13,0
1588,2011-06-14,10
1589,2011-06-15,5
1590,2011-06-16,6
1591,2011-06-17,4
1592,2011-06-18,5
1593,2011-06-19,0
1594,2011-06-20,9
1595,2011-06-21,3
1596,2011-06-22,0
1597,2011-06-23,6
1598,2011-06-24,1
1599,2011-06-25,0
1600,2011-06-26,0
1601,2011-06-27,5
1602,2011-06-28,8
1603,2011-06-29,11
1604,2011-06-30,1
1605,2011-07-01,6
1606,2011-07-02,1
1607,2011-07-03,1
1608,2011-07-04,17
1609,2011-07-05,3
1610,2011-07-06,1
1611,2011-07-07,4
1612,2011-07-08,4
1613,2011-07-09,3
1614,2011-07-10,0
1615,2011-07-11,3
1616,2011-07-12,5
1617,2011-07-13,9
1618,2011-07-14,4
1619,2011-07-15,7
1620,2011-07-16,6
1621,2011-07-17,0
1622,2011-07-18,6
1623,2011-07-19,2
1624,2011-07-20,8
1625,2011-07-21,3
1626,2011-07-22,10
1627,2011-07-23,3
1628,2011-07-24,0
1629,2011-07-25,6
1630,2011-07-26,6
1631,2011-07-27,2
1632,2011-07-28,6
1633,2011-07-29,5
1634,2011-07-30,3
1635,2011-07-31,0
1636,2011-08-01,2
1637,2011-08-02,1
1638,2011-08-03,12
1639,2011-08-04,6
1640,2011-08-05,16
1641,2011-08-06,1
1642,2011-08-07,0
1643,2011-08-08,7
1644,2011-08-09,4
1645,2011-08-10,3
1646,2011-08-11,6
1647,2011-08-12,4
1648,2011-08-13,2
1649,2011-08-14,0
1650,2011-08-15,4
1651,2011-08-16,5
1652,2011-08-17,5
1653,2011-08-18,6
1654,2011-08-19,6
1655,2011-08-20,6
1656,2011-08-21,0
1657,2011-08-22,5
1658,2011-08-23,8
1659,2011-08-24,3
1660,2011-08-25,4
1661,2011-08-26,5
1662,2011-08-27,4
1663,2011-08-28,0
1664,2011-08-29,4
1665,2011-08-30,7
1666,2011-08-31,8
1667,2011-09-01,3
1668,2011-09-02,7
1669,2011-09-03,1
1670,2011-09-04,0
1671,2011-09-05,7
1672,2011-09-06,2
1673,2011-09-07,6
1674,2011-09-08,4
1675,2011-09-09,3
1676,2011-09-10,1
1677,2011-09-11,0
1678,2011-09-12,7
1679,2011-09-13,5
1680,2011-09-14,1
1681,2011-09-15,4
1682,2011-09-16,3
1683,2011-09-17,0
1684,2011-09-18,0
1685,2011-09-19,8
1686,2011-09-20,3
1687,2011-09-21,8
1688,2011-09-22,2
1689,2011-09-23,6
1690,2011-09-24,7
1691,2011-09-25,1
1692,2011-09-26,2
1693,2011-09-27,4
1694,2011-09-28,1
1695,2011-09-29,2
1696,2011-09-30,9
1697,2011-10-01,4
1698,2011-10-02,0
1699,2011-10-03,0
1700,2011-10-04,8
1701,2011-10-05,8
1702,2011-10-06,8
1703,2011-10-07,6
1704,2011-10-08,2
1705,2011-10-09,0
1706,2011-10-10,1
1707,2011-10-11,4
1708,2011-10-12,7
1709,2011-10-13,6
1710,2011-10-14,3
1711,2011-10-15,2
1712,2011-10-16,0
1713,2011-10-17,6
1714,2011-10-18,8
1715,2011-10-19,12
1716,2011-10-20,6
1717,2011-10-21,6
1718,2011-10-22,2
1719,2011-10-23,0
1720,2011-10-24,6
1721,2011-10-25,4
1722,2011-10-26,6
1723,2011-10-27,4
1724,2011-10-28,5
1725,2011-10-29,3
1726,2011-10-30,1
1727,2011-10-31,4
1728,2011-11-01,3
1729,2011-11-02,8
1730,2011-11-03,2
1731,2011-11-04,9
1732,2011-11-05,4
1733,2011-11-06,1
1734,2011-11-07,13
1735,2011-11-08,9
1736,2011-11-09,6
1737,2011-11-10,9
1738,2011-11-11,5
1739,2011-11-12,3
1740,2011-11-13,0
1741,2011-11-14,8
1742,2011-11-15,5
1743,2011-11-16,11
1744,2011-11-17,10
1745,2011-11-18,8
1746,2011-11-19,7
1747,2011-11-20,0
1748,2011-11-21,6
1749,2011-11-22,7
1750,2011-11-23,5
1751,2011-11-24,6
1752,2011-11-25,11
1753,2011-11-26,6
1754,2011-11-27,0
1755,2011-11-28,5
1756,2011-11-29,9
1757,2011-11-30,8
1758,2011-12-01,7
1759,2011-12-02,5
1760,2011-12-03,4
1761,2011-12-04,0
1762,2011-12-05,9
1763,2011-12-06,3
1764,2011-12-07,9
1765,2011-12-08,7
1766,2011-12-09,8
1767,2011-12-10,3
1768,2011-12-11,0
1769,2011-12-12,7
1770,2011-12-13,8
1771,2011-12-14,7
1772,2011-12-15,3
1773,2011-12-16,6
1774,2011-12-17,2
1775,2011-12-18,0
1776,2011-12-19,4
1777,2011-12-20,7
1778,2011-12-21,8
1779,2011-12-22,8
1780,2011-12-23,4
1781,2011-12-24,0
1782,2011-12-25,0
1783,2011-12-26,0
1784,2011-12-27,0
1785,2011-12-28,0
1786,2011-12-29,0
1787,2011-12-30,0
1788,2011-12-31,0
1789,2012-01-01,0
1790,2012-01-02,0
1791,2012-01-03,3
1792,2012-01-04,1
1793,2012-01-05,3
1794,2012-01-06,2
1795,2012-01-07,0
1796,2012-01-08,0
1797,2012-01-09,4
1798,2012-01-10,3
1799,2012-01-11,3
1800,2012-01-12,2
1801,2012-01-13,0
1802,2012-01-14,0
1803,2012-01-15,1
1804,2012-01-16,6
1805,2012-01-17,6
1806,2012-01-18,7
1807,2012-01-19,5
1808,2012-01-20,3
1809,2012-01-21,1
1810,2012-01-22,0
1811,2012-01-23,6
1812,2012-01-24,5
1813,2012-01-25,4
1814,2012-01-26,1
1815,2012-01-27,7
1816,2012-01-28,0
1817,2012-01-29,0
1818,2012-01-30,9
1819,2012-01-31,7
1820,2012-02-01,2
1821,2012-02-02,7
1822,2012-02-03,6
1823,2012-02-04,3
1824,2012-02-05,0
1825,2012-02-06,9
1826,2012-02-07,3
1827,2012-02-08,8
1828,2012-02-09,5
1829,2012-02-10,3
1830,2012-02-11,2
1831,2012-02-12,0
1832,2012-02-13,5
1833,2012-02-14,7
1834,2012-02-15,4
1835,2012-02-16,4
1836,2012-02-17,9
1837,2012-02-18,4
1838,2012-02-19,0
1839,2012-02-20,17
1840,2012-02-21,11
1841,2012-02-22,7
1842,2012-02-23,5
1843,2012-02-24,9
1844,2012-02-25,1
1845,2012-02-26,0
1846,2012-02-27,3
1847,2012-02-28,7
1848,2012-02-29,5
1849,2012-03-01,6
1850,2012-03-02,10
1851,2012-03-03,3
1852,2012-03-04,0
1853,2012-03-05,7
1854,2012-03-06,5
1855,2012-03-07,14
1856,2012-03-08,9
1857,2012-03-09,8
1858,2012-03-10,2
1859,2012-03-11,0
1860,2012-03-12,0
1861,2012-03-13,5
1862,2012-03-14,5
1863,2012-03-15,8
1864,2012-03-16,7
1865,2012-03-17,7
1866,2012-03-18,0
1867,2012-03-19,10
1868,2012-03-20,5
1869,2012-03-21,5
1870,2012-03-22,6
1871,2012-03-23,9
1872,2012-03-24,4
1873,2012-03-25,0
1874,2012-03-26,5
1875,2012-03-27,5
1876,2012-03-28,6
1877,2012-03-29,10
1878,2012-03-30,11
1879,2012-03-31,6
1880,2012-04-01,0
1881,2012-04-02,5
1882,2012-04-03,4
1883,2012-04-04,10
1884,2012-04-05,10
1885,2012-04-06,1
1886,2012-04-07,0
1887,2012-04-08,0
1888,2012-04-09,0
1889,2012-04-10,5
1890,2012-04-11,9
1891,2012-04-12,6
1892,2012-04-13,4
1893,2012-04-14,6
1894,2012-04-15,0
1895,2012-04-16,3
1896,2012-04-17,7
1897,2012-04-18,4
1898,2012-04-19,9
1899,2012-04-20,5
1900,2012-04-21,2
1901,2012-04-22,0
1902,2012-04-23,7
1903,2012-04-24,1
1904,2012-04-25,1
1905,2012-04-26,9
1906,2012-04-27,7
1907,2012-04-28,4
1908,2012-04-29,0
1909,2012-04-30,2
1910,2012-05-01,5
1911,2012-05-02,1
1912,2012-05-03,11
1913,2012-05-04,6
1914,2012-05-05,4
1915,2012-05-06,0
1916,2012-05-07,10
1917,2012-05-08,7
1918,2012-05-09,6
1919,2012-05-10,7
1920,2012-05-11,6
1921,2012-05-12,5
1922,2012-05-13,0
1923,2012-05-14,4
1924,2012-05-15,3
1925,2012-05-16,6
1926,2012-05-17,6
1927,2012-05-18,7
1928,2012-05-19,4
1929,2012-05-20,0
1930,2012-05-21,12
1931,2012-05-22,6
1932,2012-05-23,9
1933,2012-05-24,8
1934,2012-05-25,13
1935,2012-05-26,3
1936,2012-05-27,0
1937,2012-05-28,4
1938,2012-05-29,6
1939,2012-05-30,5
1940,2012-05-31,8
1941,2012-06-01,4
1942,2012-06-02,3
1943,2012-06-03,0
1944,2012-06-04,1
1945,2012-06-05,8
1946,2012-06-06,6
1947,2012-06-07,9
1948,2012-06-08,8
1949,2012-06-09,0
1950,2012-06-10,0
1951,2012-06-11,1
1952,2012-06-12,3
1953,2012-06-13,1
1954,2012-06-14,6
1955,2012-06-15,3
1956,2012-06-16,2
1957,2012-06-17,0
1958,2012-06-18,10
1959,2012-06-19,3
1960,2012-06-20,3
1961,2012-06-21,2
1962,2012-06-22,4
1963,2012-06-23,1
1964,2012-06-24,0
1965,2012-06-25,8
1966,2012-06-26,4
1967,2012-06-27,9
1968,2012-06-28,6
1969,2012-06-29,14
1970,2012-06-30,3
1971,2012-07-01,0
1972,2012-07-02,6
1973,2012-07-03,8
1974,2012-07-04,5
1975,2012-07-05,5
1976,2012-07-06,9
1977,2012-07-07,2
1978,2012-07-08,0
1979,2012-07-09,2
1980,2012-07-10,4
1981,2012-07-11,7
1982,2012-07-12,2
1983,2012-07-13,5
1984,2012-07-14,2
1985,2012-07-15,2
1986,2012-07-16,10
1987,2012-07-17,2
1988,2012-07-18,6
1989,2012-07-19,3
1990,2012-07-20,6
1991,2012-07-21,1
1992,2012-07-22,0
1993,2012-07-23,8
1994,2012-07-24,7
1995,2012-07-25,7
1996,2012-07-26,3
1997,2012-07-27,4
1998,2012-07-28,7
1999,2012-07-29,0
2000,2012-07-30,8
2001,2012-07-31,8
2002,2012-08-01,4
2003,2012-08-02,9
2004,2012-08-03,9
2005,2012-08-04,4
2006,2012-08-05,0
2007,2012-08-06,5
2008,2012-08-07,3
2009,2012-08-08,7
2010,2012-08-09,2
2011,2012-08-10,8
2012,2012-08-11,4
2013,2012-08-12,1
2014,2012-08-13,9
2015,2012-08-14,5
2016,2012-08-15,8
2017,2012-08-16,6
2018,2012-08-17,13
2019,2012-08-18,4
2020,2012-08-19,0
2021,2012-08-20,5
2022,2012-08-21,6
2023,2012-08-22,5
2024,2012-08-23,6
2025,2012-08-24,8
2026,2012-08-25,5
2027,2012-08-26,0
2028,2012-08-27,6
2029,2012-08-28,7
2030,2012-08-29,10
2031,2012-08-30,8
2032,2012-08-31,12
2033,2012-09-01,4
2034,2012-09-02,0
2035,2012-09-03,3
2036,2012-09-04,1
2037,2012-09-05,8
2038,2012-09-06,3
2039,2012-09-07,12
2040,2012-09-08,2
2041,2012-09-09,1
2042,2012-09-10,10
2043,2012-09-11,9
2044,2012-09-12,6
2045,2012-09-13,5
2046,2012-09-14,8
2047,2012-09-15,6
2048,2012-09-16,0
2049,2012-09-17,8
2050,2012-09-18,5
2051,2012-09-19,7
2052,2012-09-20,8
2053,2012-09-21,7
2054,2012-09-22,17
2055,2012-09-23,1
2056,2012-09-24,9
2057,2012-09-25,6
2058,2012-09-26,5
2059,2012-09-27,4
2060,2012-09-28,12
2061,2012-09-29,3
2062,2012-09-30,1
2063,2012-10-01,0
2064,2012-10-02,3
2065,2012-10-03,10
2066,2012-10-04,9
2067,2012-10-05,10
2068,2012-10-06,2
2069,2012-10-07,0
2070,2012-10-08,0
2071,2012-10-09,4
2072,2012-10-10,10
2073,2012-10-11,7
2074,2012-10-12,9
2075,2012-10-13,1
2076,2012-10-14,0
2077,2012-10-15,6
2078,2012-10-16,8
2079,2012-10-17,12
2080,2012-10-18,4
2081,2012-10-19,18
2082,2012-10-20,2
2083,2012-10-21,0
2084,2012-10-22,10
2085,2012-10-23,8
2086,2012-10-24,8
2087,2012-10-25,6
2088,2012-10-26,8
2089,2012-10-27,2
2090,2012-10-28,0
2091,2012-10-29,8
2092,2012-10-30,9
2093,2012-10-31,7
2094,2012-11-01,5
2095,2012-11-02,10
2096,2012-11-03,13
2097,2012-11-04,0
2098,2012-11-05,6
2099,2012-11-06,7
2100,2012-11-07,8
2101,2012-11-08,7
2102,2012-11-09,10
2103,2012-11-10,8
2104,2012-11-11,0
2105,2012-11-12,8
2106,2012-11-13,8
2107,2012-11-14,1
2108,2012-11-15,6
2109,2012-11-16,9
2110,2012-11-17,10
2111,2012-11-18,0
2112,2012-11-19,8
2113,2012-11-20,7
2114,2012-11-21,11
2115,2012-11-22,6
2116,2012-11-23,10
2117,2012-11-24,6
2118,2012-11-25,1
2119,2012-11-26,11
2120,2012-11-27,13
2121,2012-11-28,6
2122,2012-11-29,3
2123,2012-11-30,6
2124,2012-12-01,9
2125,2012-12-02,0
2126,2012-12-03,13
2127,2012-12-04,8
2128,2012-12-05,5
2129,2012-12-06,8
2130,2012-12-07,10
2131,2012-12-08,6
2132,2012-12-09,0
2133,2012-12-10,7
2134,2012-12-11,18
2135,2012-12-12,3
2136,2012-12-13,4
2137,2012-12-14,7
2138,2012-12-15,5
2139,2012-12-16,0
2140,2012-12-17,7
2141,2012-12-18,7
2142,2012-12-19,10
2143,2012-12-20,8
2144,2012-12-21,19
2145,2012-12-22,0
2146,2012-12-23,1
2147,2012-12-24,0
2148,2012-12-25,0
2149,2012-12-26,0
2150,2012-12-27,0
2151,2012-12-28,1
2152,2012-12-29,0
2153,2012-12-30,0
2154,2012-12-31,0
2155,2013-01-01,0
2156,2013-01-02,1
2157,2013-01-03,1
2158,2013-01-04,2
2159,2013-01-05,0
2160,2013-01-06,0
2161,2013-01-07,6
2162,2013-01-08,5
2163,2013-01-09,4
2164,2013-01-10,7
2165,2013-01-11,4
2166,2013-01-12,1
2167,2013-01-13,0
2168,2013-01-14,6
2169,2013-01-15,7
2170,2013-01-16,5
2171,2013-01-17,4
2172,2013-01-18,9
2173,2013-01-19,0
2174,2013-01-20,0
2175,2013-01-21,8
2176,2013-01-22,6
2177,2013-01-23,8
2178,2013-01-24,5
2179,2013-01-25,8
2180,2013-01-26,0
2181,2013-01-27,1
2182,2013-01-28,0
2183,2013-01-29,5
2184,2013-01-30,7
2185,2013-01-31,5
2186,2013-02-01,8
2187,2013-02-02,3
2188,2013-02-03,0
2189,2013-02-04,6
2190,2013-02-05,6
2191,2013-02-06,10
2192,2013-02-07,6
2193,2013-02-08,11
2194,2013-02-09,1
2195,2013-02-10,0
2196,2013-02-11,2
2197,2013-02-12,4
2198,2013-02-13,2
2199,2013-02-14,3
2200,2013-02-15,11
2201,2013-02-16,3
2202,2013-02-17,1
2203,2013-02-18,7
2204,2013-02-19,6
2205,2013-02-20,8
2206,2013-02-21,11
2207,2013-02-22,5
2208,2013-02-23,3
2209,2013-02-24,3
2210,2013-02-25,8
2211,2013-02-26,5
2212,2013-02-27,9
2213,2013-02-28,9
2214,2013-03-01,9
2215,2013-03-02,2
2216,2013-03-03,1
2217,2013-03-04,4
2218,2013-03-05,10
2219,2013-03-06,9
2220,2013-03-07,3
2221,2013-03-08,6
2222,2013-03-09,2
2223,2013-03-10,0
2224,2013-03-11,0
2225,2013-03-12,10
2226,2013-03-13,9
2227,2013-03-14,7
2228,2013-03-15,12
2229,2013-03-16,4
2230,2013-03-17,0
2231,2013-03-18,9
2232,2013-03-19,8
2233,2013-03-20,6
2234,2013-03-21,5
2235,2013-03-22,7
2236,2013-03-23,1
2237,2013-03-24,1
2238,2013-03-25,14
2239,2013-03-26,5
2240,2013-03-27,5
2241,2013-03-28,12
2242,2013-03-29,1
2243,2013-03-30,0
2244,2013-03-31,0
2245,2013-04-01,0
2246,2013-04-02,6
2247,2013-04-03,10
2248,2013-04-04,4
2249,2013-04-05,14
2250,2013-04-06,1
2251,2013-04-07,0
2252,2013-04-08,8
2253,2013-04-09,8
2254,2013-04-10,12
2255,2013-04-11,4
2256,2013-04-12,6
2257,2013-04-13,8
2258,2013-04-14,2
2259,2013-04-15,8
2260,2013-04-16,5
2261,2013-04-17,7
2262,2013-04-18,7
2263,2013-04-19,9
2264,2013-04-20,2
2265,2013-04-21,0
2266,2013-04-22,6
2267,2013-04-23,6
2268,2013-04-24,8
2269,2013-04-25,0
2270,2013-04-26,8
2271,2013-04-27,3
2272,2013-04-28,0
2273,2013-04-29,9
2274,2013-04-30,2
2275,2013-05-01,6
2276,2013-05-02,9
2277,2013-05-03,5
2278,2013-05-04,7
2279,2013-05-05,0
2280,2013-05-06,16
2281,2013-05-07,7
2282,2013-05-08,6
2283,2013-05-09,6
2284,2013-05-10,3
2285,2013-05-11,2
2286,2013-05-12,0
2287,2013-05-13,13
2288,2013-05-14,6
2289,2013-05-15,8
2290,2013-05-16,4
2291,2013-05-17,6
2292,2013-05-18,4
2293,2013-05-19,0
2294,2013-05-20,7
2295,2013-05-21,4
2296,2013-05-22,3
2297,2013-05-23,3
2298,2013-05-24,4
2299,2013-05-25,7
2300,2013-05-26,1
2301,2013-05-27,11
2302,2013-05-28,11
2303,2013-05-29,8
2304,2013-05-30,6
2305,2013-05-31,6
2306,2013-06-01,4
2307,2013-06-02,0
2308,2013-06-03,7
2309,2013-06-04,11
2310,2013-06-05,10
2311,2013-06-06,7
2312,2013-06-07,13
2313,2013-06-08,1
2314,2013-06-09,1
2315,2013-06-10,1
2316,2013-06-11,5
2317,2013-06-12,3
2318,2013-06-13,7
2319,2013-06-14,11
2320,2013-06-15,4
2321,2013-06-16,1
2322,2013-06-17,5
2323,2013-06-18,9
2324,2013-06-19,11
2325,2013-06-20,5
2326,2013-06-21,7
2327,2013-06-22,4
2328,2013-06-23,0
2329,2013-06-24,4
2330,2013-06-25,8
2331,2013-06-26,9
2332,2013-06-27,8
2333,2013-06-28,7
2334,2013-06-29,7
2335,2013-06-30,0
2336,2013-07-01,12
2337,2013-07-02,11
2338,2013-07-03,11
2339,2013-07-04,4
2340,2013-07-05,5
2341,2013-07-06,3
2342,2013-07-07,0
2343,2013-07-08,8
2344,2013-07-09,12
2345,2013-07-10,7
2346,2013-07-11,10
2347,2013-07-12,9
2348,2013-07-13,3
2349,2013-07-14,0
2350,2013-07-15,9
2351,2013-07-16,6
2352,2013-07-17,7
2353,2013-07-18,5
2354,2013-07-19,12
2355,2013-07-20,3
2356,2013-07-21,0
2357,2013-07-22,9
2358,2013-07-23,12
2359,2013-07-24,13
2360,2013-07-25,2
2361,2013-07-26,11
2362,2013-07-27,2
2363,2013-07-28,0
2364,2013-07-29,7
2365,2013-07-30,10
2366,2013-07-31,10
2367,2013-08-01,6
2368,2013-08-02,8
2369,2013-08-03,3
2370,2013-08-04,0
2371,2013-08-05,5
2372,2013-08-06,8
2373,2013-08-07,9
2374,2013-08-08,16
2375,2013-08-09,5
2376,2013-08-10,4
2377,2013-08-11,0
2378,2013-08-12,6
2379,2013-08-13,8
2380,2013-08-14,7
2381,2013-08-15,4
2382,2013-08-16,10
2383,2013-08-17,9
2384,2013-08-18,0
2385,2013-08-19,11
2386,2013-08-20,6
2387,2013-08-21,14
2388,2013-08-22,5
2389,2013-08-23,12
2390,2013-08-24,9
2391,2013-08-25,0
2392,2013-08-26,9
2393,2013-08-27,8
2394,2013-08-28,13
2395,2013-08-29,9
2396,2013-08-30,21
2397,2013-08-31,5
2398,2013-09-01,2
2399,2013-09-02,3
2400,2013-09-03,8
2401,2013-09-04,5
2402,2013-09-05,5
2403,2013-09-06,6
2404,2013-09-07,6
2405,2013-09-08,0
2406,2013-09-09,2
2407,2013-09-10,8
2408,2013-09-11,7
2409,2013-09-12,5
2410,2013-09-13,1
